treeID,CI,CIVE,CRI1,IF,GLI,NGBDI,MGRVI,RGBVI,ExG,ExR,EXGR,NRed,NBlue,NGreen,HUE,INT,VARIgreen
123,0.244186,-10.765619,0.002103,-5.977267,0.077804,0.012756,0.025488,0.164403,50.622003,112.674471,-62.052468,0.359560,0.271560,0.368880,1.132755,162.054067,0.020240
124,0.291903,-14.779824,0.002867,-4.668420,0.099777,0.021017,0.041985,0.212367,61.609309,114.524965,-52.915656,0.363654,0.257088,0.379258,1.168724,151.721674,0.032247
125,0.207578,-10.347172,0.002226,-6.455408,0.087479,0.032795,0.065485,0.180378,51.286319,91.267137,-39.980818,0.349684,0.276893,0.373423,1.254542,143.347438,0.053103
126,0.279927,-10.661375,0.002588,-5.044503,0.085543,0.010239,0.020463,0.183193,52.104372,111.817772,-59.713399,0.364966,0.262526,0.372508,1.110625,150.220028,0.015965
127,0.231640,-11.252848,0.002018,-6.629946,0.078779,0.017136,0.034245,0.165670,51.633286,109.210719,-57.577433,0.356893,0.273753,0.369354,1.169687,161.615421,0.027517
128,0.248520,-14.834783,0.002651,-5.215235,0.101918,0.035828,0.071528,0.211644,61.605078,101.545275,-39.940197,0.353934,0.265800,0.380266,1.268916,147.896568,0.056105
129,0.249066,-11.248701,0.002961,-5.230574,0.102057,0.035814,0.071486,0.211924,55.007052,91.447109,-36.440056,0.354004,0.265654,0.380342,1.265145,132.569817,0.056007
130,0.213563,-10.978574,0.001778,-6.862276,0.074208,0.017743,0.035455,0.154977,50.205924,108.834979,-58.629055,0.354398,0.278414,0.367188,1.187118,166.751293,0.029010
131,0.201343,-9.732822,0.001887,-6.965444,0.077182,0.024142,0.048231,0.159946,48.569817,98.119041,-49.549224,0.351227,0.280206,0.368567,1.242605,154.430654,0.039777
132,0.200697,-8.692898,0.001560,-7.625443,0.064825,0.011905,0.023794,0.135615,44.472496,108.289140,-63.816643,0.354309,0.282881,0.362810,1.149019,169.326751,0.019890
133,0.152825,-7.533286,0.001638,-8.634683,0.072464,0.032747,0.065395,0.147699,43.607898,84.524683,-40.916784,0.343120,0.290510,0.366371,1.300635,148.458392,0.055428
134,0.147034,-4.887426,0.001095,-11.000686,0.049119,0.010874,0.021734,0.101371,34.404795,99.823695,-65.418900,0.347913,0.296533,0.355554,1.156939,174.361072,0.018875
135,0.153097,-8.296391,0.001883,-8.428924,0.081669,0.041808,0.083440,0.166007,46.500000,78.652174,-32.152174,0.340919,0.288376,0.370705,0.998078,138.869565,0.070323
136,0.183323,-10.835398,0.001828,-7.454662,0.080395,0.032310,0.064520,0.165153,50.823695,94.197461,-43.373766,0.346939,0.282974,0.370087,1.267632,155.089798,0.053582
137,0.187113,-12.149628,0.002101,-6.683105,0.091410,0.042437,0.084683,0.186649,54.873061,89.363329,-34.490268,0.344708,0.280024,0.375268,1.286180,146.713211,0.069499
138,0.157336,-11.007347,0.001484,-8.751128,0.072966,0.031957,0.063827,0.149084,49.548660,96.091961,-46.543300,0.343899,0.289492,0.366609,1.200822,166.967560,0.054024
139,0.188507,-12.063759,0.001939,-7.022184,0.085382,0.035929,0.071717,0.175116,53.740480,94.899295,-41.158815,0.346603,0.280959,0.372438,1.215764,154.952515,0.059080
140,0.162068,-12.010828,0.001829,-8.288916,0.085157,0.042740,0.085262,0.173614,53.413258,89.294781,-35.881523,0.341845,0.285793,0.372362,0.744368,154.283028,0.071629
141,0.161837,-12.086992,0.002531,-6.683586,0.107058,0.064921,0.129085,0.215916,56.540197,74.460085,-17.919887,0.336153,0.281118,0.382729,0.250013,129.196991,0.107323
142,0.257526,-13.698856,0.002536,-5.226099,0.094998,0.026215,0.052364,0.199304,58.736248,106.968688,-48.232440,0.357735,0.265298,0.376967,1.205804,151.371885,0.041234
143,0.200473,-9.323121,0.001772,-8.380186,0.071757,0.018657,0.037285,0.149927,46.949224,102.285190,-55.335966,0.352682,0.281231,0.366087,1.202381,160.399624,0.030841
144,0.241364,-17.401599,0.002907,-5.076489,0.116530,0.052557,0.104765,0.239228,68.162200,95.213258,-27.051058,0.348579,0.264152,0.387268,1.309086,141.693935,0.082065
145,0.181349,-16.576346,0.002127,-6.659922,0.101367,0.053954,0.107510,0.205768,64.159379,92.120451,-27.961072,0.341087,0.278884,0.380029,0.897807,154.485190,0.088022
146,0.111641,-7.763240,0.001129,-11.241608,0.060943,0.032185,0.064282,0.123374,41.406206,87.479549,-46.073343,0.338502,0.300496,0.361003,0.816651,167.812882,0.056576
147,0.135687,-14.499821,0.001942,-7.740877,0.098709,0.063667,0.126692,0.198257,59.561354,79.913963,-20.352609,0.333397,0.287845,0.378758,-0.082851,148.497414,0.106953
148,0.046106,2.866996,0.000265,-39.069584,0.014364,0.002696,0.005392,0.029017,11.631876,91.724401,-80.092525,0.337923,0.322326,0.339751,1.142745,203.022567,0.005137
149,0.150185,-14.783753,0.002031,-7.904663,0.098063,0.059102,0.117549,0.197442,59.823695,84.741608,-24.917913,0.336125,0.285333,0.378542,0.388344,152.909262,0.097794
150,0.139104,-10.071929,0.001455,-8.968922,0.073194,0.037162,0.074163,0.148530,47.799718,89.253597,-41.453879,0.340444,0.292843,0.366713,0.890331,161.630936,0.063567
151,0.143381,-11.924238,0.001534,-8.511210,0.078618,0.041478,0.082743,0.159286,51.885755,90.808745,-38.922990,0.339826,0.290911,0.369262,0.933556,163.690644,0.070283
152,0.132885,-9.103717,0.001128,-10.512125,0.059523,0.025138,0.050219,0.121256,43.204513,99.008181,-55.803667,0.342659,0.296982,0.360359,1.260598,180.817113,0.043416
153,0.144967,-10.482659,0.001628,-8.561788,0.078682,0.041046,0.081892,0.159681,49.544429,86.776023,-37.231594,0.340173,0.290538,0.369289,0.863771,155.461213,0.069675
154,0.171378,-13.087467,0.001601,-7.864674,0.078767,0.033942,0.067775,0.161274,54.284908,100.378561,-46.093653,0.345089,0.285587,0.369324,1.107119,169.215327,0.056758
155,0.164978,-11.003171,0.001367,-8.680014,0.067699,0.024607,0.049170,0.139098,48.566996,103.672779,-55.105783,0.346663,0.289190,0.364147,1.209460,176.210155,0.041611
156,0.124187,-14.896007,0.001468,-9.224062,0.084448,0.052382,0.104428,0.170103,58.031030,88.555148,-30.524118,0.334930,0.293054,0.372016,0.176280,168.013164,0.089395
157,0.153945,-12.880599,0.001696,-7.913225,0.084252,0.044318,0.088314,0.170648,54.448519,91.765303,-37.316784,0.340306,0.287755,0.371939,0.867300,161.782793,0.074069
158,0.129703,-11.905769,0.001292,-9.465875,0.071574,0.038091,0.076046,0.144867,50.438646,93.734556,-43.295910,0.339064,0.294983,0.365954,1.198563,174.132111,0.065364
159,0.105288,-10.492003,0.001551,-9.337523,0.082620,0.055634,0.110851,0.165719,49.939351,75.145557,-25.206206,0.332002,0.296871,0.371127,-0.346098,148.749882,0.096345
160,0.075013,-5.233890,0.001481,-26.143998,0.070836,0.051350,0.102234,0.142187,38.407616,65.687729,-27.280113,0.329753,0.304406,0.365841,-0.392082,140.624824,0.089854
161,0.152376,-14.423808,0.001850,-7.573363,0.093282,0.053756,0.107150,0.188437,58.871650,86.454725,-27.583075,0.337758,0.286071,0.376171,0.823373,154.295722,0.089679
162,0.138247,-12.019056,0.001692,-8.292675,0.085098,0.049363,0.098442,0.171785,53.197461,83.847391,-30.649929,0.337244,0.290460,0.372296,0.742069,153.876822,0.083538
163,0.126557,-11.460252,0.001853,-8.272702,0.090771,0.058222,0.115952,0.182226,52.846262,76.166996,-23.320733,0.333662,0.291343,0.374996,0.155430,144.751293,0.098564
164,0.152725,-16.473334,0.002333,-6.568521,0.113143,0.073740,0.146593,0.226621,65.255289,77.401410,-12.146121,0.332616,0.281747,0.385637,-0.252400,140.224260,0.121160
165,0.156907,-10.659079,0.001733,-8.174421,0.080974,0.040148,0.080099,0.164643,50.362482,87.627927,-37.265444,0.341753,0.287872,0.370375,1.048129,153.047485,0.067350
166,0.184557,-11.534698,0.001827,-7.309688,0.081563,0.033184,0.066268,0.167411,52.346968,95.317913,-42.970945,0.346825,0.282545,0.370630,1.210664,156.189939,0.054851
167,0.230633,-8.488623,0.002469,-5.922468,0.086447,0.025315,0.050578,0.180100,48.052186,91.277010,-43.224824,0.354503,0.272575,0.372922,1.222010,136.067231,0.040506
168,0.168615,-11.646354,0.001815,-7.999558,0.083474,0.039297,0.078435,0.170656,52.641749,90.733145,-38.091396,0.343484,0.284965,0.371551,0.914002,154.293371,0.065756
169,0.144117,-12.158584,0.001745,-8.120527,0.086154,0.048834,0.097388,0.174123,53.691114,84.488293,-30.797179,0.338052,0.289148,0.372800,0.843249,152.980254,0.082261
170,0.145488,-10.963501,0.001612,-8.491389,0.079610,0.041886,0.083593,0.161420,50.685472,86.587870,-35.902398,0.339971,0.290314,0.369715,1.048209,155.244476,0.070888
171,0.077355,1.474258,0.000559,-22.499207,0.026400,0.006655,0.013306,0.053620,18.392102,86.275882,-67.883780,0.340598,0.314212,0.345190,1.171618,177.533615,0.012096
172,0.083420,3.327434,0.000432,-24.697765,0.017240,-0.004070,-0.008140,0.035437,12.947814,93.514245,-80.566432,0.343830,0.315128,0.341042,0.958495,187.723554,-0.007536
173,0.276973,-12.005803,0.002612,-5.052256,0.089933,0.015429,0.030821,0.191703,55.160790,111.326657,-56.165867,0.363255,0.262163,0.374582,1.146174,150.521392,0.024239
174,0.142932,-10.603645,0.001682,-8.480206,0.080624,0.043617,0.086983,0.163167,49.863188,85.640903,-35.777715,0.339219,0.290567,0.370214,0.897267,154.800658,0.073686
175,0.078135,4.233660,0.000373,-29.341076,0.013409,-0.006547,-0.013092,0.027716,10.241185,94.424542,-84.183357,0.343810,0.316868,0.339322,0.901864,192.048895,-0.012108
176,0.217830,-9.908997,0.002168,-6.386555,0.083143,0.025536,0.051002,0.172774,49.884344,96.804513,-46.920169,0.352897,0.275724,0.371380,1.231689,147.910672,0.041357
177,0.174469,-7.507694,0.001326,-9.142116,0.058335,0.012606,0.025202,0.121192,41.029619,104.639210,-63.609591,0.350858,0.289339,0.359803,1.172610,172.580160,0.021376
178,0.126136,-6.855984,0.001717,-8.799431,0.078391,0.045928,0.091643,0.158060,43.337094,71.818900,-28.481805,0.336697,0.294182,0.369120,1.027977,135.131171,0.078739
179,0.104494,-5.539515,0.001228,-11.862206,0.060829,0.033971,0.067827,0.122856,37.641749,79.136248,-41.494499,0.337214,0.301816,0.360970,0.947321,155.369535,0.059691
180,0.172238,-3.097482,0.000962,-11.257198,0.037261,-0.007888,-0.015773,0.079230,28.710860,116.436671,-87.725811,0.355721,0.294161,0.350118,0.971887,190.601787,-0.013334
181,0.190928,-9.439852,0.001982,-6.993054,0.081045,0.031001,0.061908,0.166528,48.485190,91.274471,-42.789281,0.348084,0.281526,0.370389,1.277851,147.959567,0.050859
182,0.214012,-14.420052,0.002323,-6.052282,0.098096,0.041649,0.083093,0.201563,60.042313,96.170945,-36.128632,0.348178,0.273360,0.378462,1.242879,149.940762,0.066788
183,0.059946,3.514515,0.000313,-33.569067,0.014226,-0.001001,-0.002002,0.028951,11.167842,92.011848,-80.844006,0.340373,0.319939,0.339688,1.022453,196.161730,-0.001861
184,0.238034,-7.314099,0.001898,-6.649834,0.065956,0.002504,0.005002,0.140903,42.593794,111.874471,-69.280677,0.361571,0.275079,0.363350,1.072610,161.745651,0.004245
185,0.245905,-9.495078,0.003157,-5.211319,0.102561,0.037211,0.074292,0.212733,51.930889,84.840339,-32.909450,0.353263,0.266185,0.380551,1.281061,123.465444,0.058525
186,0.170197,-7.179535,0.002025,-7.536064,0.081101,0.036718,0.073315,0.165530,44.561354,79.404231,-34.842877,0.344163,0.285435,0.370402,1.276374,134.732957,0.061192
187,0.193978,-10.351870,0.002227,-6.668149,0.089012,0.038116,0.076044,0.182398,51.244006,88.423695,-37.179690,0.346666,0.279179,0.374156,1.194944,142.671838,0.062223
188,0.203297,-12.909553,0.002465,-6.091870,0.100134,0.046758,0.093276,0.204582,57.527504,87.471086,-29.943583,0.345481,0.275103,0.379416,1.362281,140.106253,0.075254
189,0.010417,2.696075,0.000284,-44.561217,0.021726,0.019106,0.038188,0.043459,15.098731,71.194076,-56.095346,0.330202,0.326730,0.343067,-0.885725,175.072873,0.037109
190,0.055419,2.853519,0.000286,-35.236934,0.014093,0.000036,0.000072,0.028602,11.517630,95.136248,-83.618618,0.339604,0.320768,0.339628,1.048096,205.232722,0.000069
191,0.018305,1.898807,0.000379,-36.858180,0.025315,0.020703,0.041379,0.050664,17.136812,72.124118,-54.987306,0.330700,0.324609,0.344691,-0.757364,174.187588,0.039809
192,0.042264,2.697236,0.000348,-33.539715,0.019759,0.009071,0.018140,0.039757,14.414669,81.555430,-67.140762,0.336025,0.321800,0.342176,1.161087,183.382699,0.017272
193,0.040937,3.520020,0.000317,-37.296717,0.017472,0.007118,0.014235,0.035183,12.699577,80.713681,-68.014104,0.336328,0.322525,0.341147,1.019770,181.745651,0.013618
194,0.272936,-15.686879,0.002877,-4.847632,0.105115,0.031921,0.063750,0.220566,63.861777,106.883498,-43.021721,0.358184,0.260020,0.381796,1.237206,148.001881,0.049367
195,0.128404,-5.751691,0.001088,-11.374397,0.053282,0.020076,0.040130,0.108760,36.662906,92.427080,-55.764175,0.343385,0.299153,0.357462,1.262235,170.027268,0.035026
196,0.235262,-12.229276,0.002372,-5.946629,0.090156,0.027615,0.055154,0.188020,55.117066,101.754020,-46.636953,0.354559,0.270739,0.374702,1.210066,150.815233,0.044019
197,0.217055,-7.420575,0.002067,-7.185528,0.074020,0.016426,0.032825,0.155278,44.246827,96.698166,-52.451340,0.355270,0.277608,0.367122,1.181740,146.853315,0.026844
198,0.280108,-9.731906,0.002235,-5.334152,0.073830,-0.001619,-0.003237,0.160419,48.622003,122.151481,-73.529478,0.368207,0.264789,0.367004,1.038416,162.784203,-0.002469
199,0.044068,2.659427,0.000245,-40.917026,0.013724,0.002576,0.005153,0.027712,11.428773,93.655007,-82.226234,0.337718,0.322819,0.339462,1.142569,208.306065,0.004928
200,0.044068,2.659427,0.000245,-40.917026,0.013724,0.002576,0.005153,0.027712,11.428773,93.655007,-82.226234,0.337718,0.322819,0.339462,1.142569,208.306065,0.004928
201,0.064286,2.532869,0.000338,-30.098841,0.016175,-0.000172,-0.000343,0.032920,13.002821,94.909732,-81.906911,0.340685,0.318752,0.340563,1.048572,200.212976,-0.000288
202,0.250125,-15.688172,0.002932,-5.127295,0.111620,0.045050,0.089887,0.230744,64.593794,95.846827,-31.253032,0.351700,0.263377,0.384923,1.314722,139.128820,0.070133
203,0.039421,1.440410,0.000545,-28.499482,0.029989,0.019988,0.039947,0.060221,19.196051,73.244006,-54.047955,0.333206,0.319975,0.346819,-0.212548,167.962388,0.037635
204,0.052823,3.240735,0.000258,-37.658610,0.012537,-0.000848,-0.001696,0.025444,10.409027,95.309450,-84.900423,0.339506,0.321564,0.338930,1.019297,206.682652,-0.001611
205,0.072059,6.047375,0.000359,-39.076047,0.009607,-0.008819,-0.017634,0.020104,6.748942,89.357123,-82.608181,0.343661,0.318716,0.337624,0.814867,185.348378,-0.016391
206,0.208516,-11.921842,0.002539,-6.110592,0.099580,0.044705,0.089179,0.203966,55.730606,86.242313,-30.511707,0.346677,0.274157,0.379166,1.277256,136.311707,0.071758
207,0.206658,-10.676604,0.002315,-6.525221,0.088739,0.034319,0.068422,0.182629,51.502116,94.216925,-42.714810,0.349179,0.276747,0.374074,1.161252,148.096380,0.055321
208,0.049186,1.733395,0.000382,-32.334419,0.021172,0.008697,0.017391,0.042695,15.734838,86.454161,-70.719323,0.336896,0.320282,0.342822,1.265760,191.322050,0.016353
209,0.268245,-11.887247,0.002705,-5.060770,0.094212,0.022165,0.044199,0.199385,55.440056,105.669676,-50.229619,0.360477,0.262895,0.376628,1.086428,144.761166,0.035378
210,0.069933,4.002446,0.000346,-30.509283,0.013860,-0.003945,-0.007889,0.028391,10.668547,92.600846,-81.932299,0.342216,0.318260,0.339524,0.946973,192.126469,-0.007381
211,0.241169,-13.763344,0.002053,-5.812621,0.084064,0.019915,0.039799,0.176401,57.015515,114.387588,-57.372073,0.357280,0.270918,0.371802,1.182637,166.560414,0.031718
212,0.230374,-11.841501,0.002344,-5.935376,0.089346,0.028248,0.056402,0.185844,54.198872,100.539069,-46.340197,0.353741,0.271943,0.374316,1.219638,150.480959,0.045135
213,0.096916,3.715717,0.000533,-21.672881,0.019364,-0.005514,-0.011025,0.040116,13.660085,90.782228,-77.122144,0.345821,0.312176,0.342003,0.937687,175.938881,-0.009922
214,0.265301,-13.493267,0.002297,-5.319244,0.087030,0.015991,0.031968,0.184459,57.289140,115.969535,-58.680395,0.361424,0.265370,0.373207,1.145886,161.108134,0.024909
