treeID,mean475,mean560,mean668,mean717,mean842,median475,median560,median668,median717,median842,mean_bright475,mean_bright560,mean_bright668,mean_bright717,mean_bright842,median_bright475,median_bright560,median_bright668,median_bright717,median_bright842,mean_dark475,mean_dark560,mean_dark668,mean_dark717,mean_dark842,median_dark475,median_dark560,median_dark668,median_dark717,median_dark842,mean_6max475,mean_6max560,mean_6max668,mean_6max717,mean_6max842,median_6max475,median_6max560,median_6max668,median_6max717,median_6max842,meanNormalized475,meanNormalized560,meanNormalized668,meanNormalized717,meanNormalized842,continuumRemovedMean475,continuumRemovedMean560,continuumRemovedMean668,continuumRemovedMean717,continuumRemovedMean842
137,0.021483,0.052106,0.032530,0.116870,0.261291,0.021057,0.051025,0.030396,0.114532,0.258759,0.025882,0.064486,0.043317,0.143436,0.310475,0.024902,0.063660,0.040497,0.140198,0.305206,0.017609,0.040621,0.024743,0.092545,0.213842,0.017624,0.040070,0.024887,0.093292,0.212799,0.038564,0.084702,0.078608,0.187500,0.407323,0.038773,0.084061,0.078598,0.184280,0.407379,0.073184,0.177507,0.110820,0.398137,0.890135,1.000000,0.639845,0.230078,0.580462,1.000000
138,0.027519,0.065407,0.042264,0.141774,0.272700,0.027069,0.065765,0.040466,0.143066,0.271637,0.032326,0.076288,0.052861,0.166321,0.321233,0.030823,0.075302,0.050690,0.164276,0.316071,0.023424,0.053679,0.033756,0.115995,0.224640,0.023804,0.054657,0.034485,0.118500,0.231384,0.047689,0.095937,0.081248,0.210429,0.402527,0.046997,0.095612,0.079987,0.209869,0.402512,0.086469,0.205518,0.132800,0.445472,0.856857,1.000000,0.736450,0.281557,0.670628,1.000000
139,0.025998,0.064132,0.037480,0.138764,0.295070,0.025146,0.062744,0.035431,0.136322,0.292877,0.030948,0.074737,0.047757,0.161545,0.331916,0.029633,0.073441,0.045715,0.160767,0.326080,0.022303,0.054734,0.029497,0.120230,0.261334,0.022614,0.055084,0.029327,0.120697,0.264938,0.046961,0.095713,0.074585,0.201340,0.424830,0.046280,0.095352,0.074524,0.201004,0.421570,0.077506,0.191192,0.111735,0.413686,0.879669,1.000000,0.687626,0.233469,0.609144,1.000000
140,0.027405,0.065882,0.040546,0.139376,0.267257,0.027008,0.066925,0.039246,0.139313,0.262939,0.031673,0.075206,0.049749,0.162973,0.315476,0.030762,0.073242,0.046814,0.159927,0.308289,0.023624,0.055631,0.033445,0.115855,0.222526,0.024170,0.056915,0.034714,0.115479,0.223389,0.044495,0.097911,0.082169,0.208018,0.404226,0.042816,0.096695,0.080826,0.207001,0.404449,0.087728,0.210896,0.129793,0.446160,0.855524,1.000000,0.754071,0.275204,0.672357,1.000000
141,0.016770,0.042643,0.025031,0.098455,0.231625,0.016876,0.041656,0.024567,0.094910,0.228455,0.020266,0.055142,0.033176,0.127253,0.285207,0.019745,0.052856,0.031479,0.120544,0.275604,0.013217,0.031123,0.017525,0.073759,0.183517,0.013733,0.031616,0.017853,0.075775,0.188812,0.027400,0.079849,0.056931,0.177877,0.388250,0.027283,0.078110,0.052856,0.178070,0.388245,0.065244,0.165898,0.097384,0.383035,0.901122,1.000000,0.604997,0.201546,0.553397,1.000000
142,0.024531,0.063250,0.036643,0.138219,0.312588,0.024963,0.064026,0.035278,0.140106,0.320404,0.027480,0.074076,0.046550,0.161035,0.358467,0.026733,0.072632,0.043884,0.157532,0.351486,0.020882,0.051032,0.029148,0.112472,0.258381,0.021286,0.052429,0.029846,0.115509,0.265808,0.037303,0.098816,0.072520,0.215820,0.470322,0.036591,0.098862,0.072693,0.215225,0.469284,0.070013,0.180522,0.104582,0.394493,0.892159,1.000000,0.655134,0.217388,0.574541,1.000000
143,0.026671,0.062652,0.038915,0.135133,0.267266,0.026276,0.062683,0.037750,0.136047,0.274384,0.030236,0.074207,0.046468,0.162399,0.328322,0.029373,0.072937,0.045074,0.159363,0.321686,0.023593,0.050984,0.032605,0.106684,0.198815,0.024048,0.050964,0.032883,0.106339,0.195831,0.043070,0.097336,0.067027,0.209635,0.421997,0.043457,0.095596,0.065506,0.209732,0.420685,0.086150,0.202376,0.125700,0.436496,0.863303,1.000000,0.721640,0.264783,0.652446,1.000000
144,0.021052,0.062600,0.033538,0.138529,0.310179,0.020966,0.062347,0.030304,0.138916,0.314789,0.024082,0.073230,0.044186,0.161289,0.354871,0.023560,0.072662,0.040909,0.158508,0.351959,0.018129,0.052210,0.026686,0.114784,0.261049,0.018158,0.053848,0.026917,0.118011,0.269897,0.031565,0.092728,0.075897,0.205185,0.437617,0.031494,0.090942,0.074310,0.203461,0.436127,0.060548,0.180045,0.096458,0.398428,0.892115,1.000000,0.670711,0.202503,0.582307,1.000000
145,0.024732,0.067082,0.034386,0.146619,0.334727,0.024536,0.067383,0.032806,0.147949,0.340637,0.028401,0.078823,0.042460,0.170024,0.385555,0.027939,0.077393,0.039886,0.166718,0.379822,0.021350,0.054991,0.028635,0.121879,0.278116,0.021881,0.056320,0.029358,0.123856,0.285492,0.038198,0.102946,0.070831,0.219920,0.472727,0.037796,0.101456,0.070038,0.217133,0.473389,0.066138,0.179391,0.091956,0.392089,0.895128,1.000000,0.656182,0.191322,0.569996,1.000000
146,0.028872,0.060328,0.045722,0.134385,0.286525,0.028717,0.059723,0.042389,0.127472,0.281555,0.034147,0.072035,0.060575,0.167030,0.340100,0.033295,0.071106,0.056946,0.164551,0.336319,0.024011,0.049253,0.034486,0.108517,0.238424,0.024597,0.050507,0.034576,0.109314,0.240021,0.048981,0.099172,0.098709,0.222081,0.436610,0.048828,0.099152,0.099411,0.221054,0.437576,0.088380,0.184672,0.139960,0.411367,0.877083,1.000000,0.646709,0.289934,0.605034,1.000000
147,0.023302,0.056875,0.031549,0.122042,0.281269,0.022736,0.055695,0.029755,0.118103,0.277740,0.027912,0.068520,0.040038,0.147082,0.327834,0.026764,0.067429,0.036987,0.142822,0.321548,0.019600,0.047084,0.025337,0.102200,0.240004,0.019958,0.047333,0.025543,0.103134,0.244904,0.049199,0.091507,0.075740,0.199773,0.433319,0.047775,0.092178,0.074829,0.200119,0.433502,0.074140,0.180963,0.100380,0.388307,0.894928,1.000000,0.647831,0.207168,0.562984,1.000000
148,0.055999,0.083325,0.095736,0.149217,0.210769,0.058289,0.085266,0.097046,0.152222,0.214203,0.060307,0.091814,0.109391,0.162900,0.230481,0.060623,0.091278,0.109619,0.161301,0.229370,0.049069,0.072177,0.081207,0.131718,0.188526,0.050690,0.073975,0.082916,0.135315,0.192383,0.063349,0.108749,0.121002,0.187286,0.259598,0.063339,0.108948,0.121017,0.187897,0.259705,0.191028,0.284244,0.326583,0.509021,0.718996,1.000000,0.879960,0.717746,0.867151,1.000000
149,0.027572,0.067432,0.036637,0.146677,0.311311,0.027039,0.069824,0.036774,0.148621,0.308929,0.033269,0.076552,0.044595,0.167918,0.356739,0.031830,0.075150,0.042847,0.165985,0.350067,0.022588,0.054799,0.028547,0.123327,0.267770,0.023895,0.056641,0.029907,0.126801,0.269531,0.048996,0.096171,0.067184,0.207464,0.464289,0.049042,0.095627,0.066040,0.207489,0.466660,0.077960,0.190667,0.103592,0.414736,0.880245,1.000000,0.684543,0.216221,0.610199,1.000000
150,0.026151,0.059289,0.046668,0.134452,0.282749,0.026276,0.059753,0.042938,0.132996,0.285065,0.031161,0.069411,0.064133,0.158596,0.316354,0.030701,0.068115,0.061584,0.154602,0.310913,0.021092,0.048590,0.033191,0.112055,0.245807,0.021423,0.049789,0.033325,0.114929,0.250290,0.041041,0.088562,0.099950,0.206004,0.394323,0.041428,0.087982,0.100052,0.206085,0.394165,0.080935,0.183494,0.144433,0.416116,0.875081,1.000000,0.656577,0.302156,0.615061,1.000000
151,0.025995,0.062072,0.040487,0.135524,0.284874,0.025360,0.059570,0.035706,0.127533,0.277252,0.031384,0.074673,0.056292,0.166092,0.333403,0.029877,0.073090,0.051895,0.163803,0.327118,0.021126,0.051684,0.030036,0.113008,0.246421,0.021347,0.051895,0.029907,0.112762,0.247711,0.048289,0.097183,0.091304,0.220764,0.430588,0.048065,0.095306,0.091415,0.221283,0.424911,0.079962,0.190934,0.124539,0.416871,0.876275,1.000000,0.684253,0.260477,0.615583,1.000000
152,0.032740,0.074852,0.049629,0.151457,0.280553,0.033478,0.077515,0.048431,0.150574,0.281647,0.037631,0.086270,0.061915,0.179042,0.326841,0.037170,0.085175,0.056213,0.174225,0.318542,0.026567,0.059555,0.039230,0.125360,0.232259,0.027618,0.062134,0.040924,0.131439,0.243790,0.047577,0.108292,0.112752,0.231913,0.459946,0.047241,0.108078,0.114182,0.231491,0.461517,0.098362,0.224883,0.149105,0.455035,0.842890,1.000000,0.790466,0.316823,0.692850,1.000000
153,0.027286,0.062396,0.039983,0.133422,0.261997,0.027313,0.062439,0.038910,0.130524,0.256470,0.032069,0.074529,0.049574,0.159503,0.306720,0.031097,0.072891,0.048340,0.155457,0.303070,0.022456,0.050143,0.031972,0.110460,0.224638,0.022736,0.050995,0.032562,0.112183,0.229126,0.044724,0.097936,0.071208,0.203491,0.385259,0.044647,0.097549,0.070358,0.203293,0.380859,0.089630,0.204957,0.131337,0.438261,0.860603,1.000000,0.725837,0.276431,0.656218,1.000000
154,0.026131,0.071488,0.037718,0.151045,0.313583,0.025848,0.071503,0.036957,0.150635,0.308411,0.030041,0.083905,0.044400,0.175609,0.369548,0.029083,0.082855,0.043030,0.174072,0.363525,0.022644,0.058949,0.031757,0.126879,0.263007,0.023331,0.060455,0.032425,0.127716,0.267166,0.041122,0.103582,0.066772,0.207413,0.477788,0.040894,0.103760,0.064453,0.205856,0.479538,0.072935,0.199531,0.105274,0.421584,0.875244,1.000000,0.729513,0.222055,0.624877,1.000000
155,0.031278,0.076959,0.050842,0.155712,0.295503,0.031006,0.075195,0.048492,0.151520,0.281311,0.035209,0.089378,0.061768,0.181524,0.354253,0.034363,0.088318,0.059021,0.176300,0.338272,0.027584,0.066585,0.043265,0.134433,0.254493,0.028015,0.067291,0.043823,0.135712,0.255646,0.047206,0.110723,0.106120,0.228963,0.468628,0.046646,0.110626,0.108170,0.227890,0.467972,0.089899,0.221191,0.146126,0.447540,0.849322,1.000000,0.790661,0.311165,0.678640,1.000000
156,0.027477,0.065326,0.039057,0.136515,0.300198,0.027039,0.063904,0.036682,0.133423,0.294769,0.031554,0.074999,0.048565,0.157582,0.351661,0.030563,0.073090,0.045105,0.153091,0.340149,0.024004,0.057246,0.032728,0.119932,0.254294,0.024414,0.058731,0.033234,0.122223,0.259262,0.043757,0.102987,0.094065,0.214778,0.482615,0.042709,0.103287,0.092819,0.213058,0.476517,0.080919,0.192383,0.115023,0.402032,0.884071,1.000000,0.682918,0.238392,0.588383,1.000000
157,0.025898,0.064632,0.042242,0.142368,0.307092,0.026001,0.065979,0.040375,0.142029,0.311188,0.031187,0.076712,0.056422,0.168796,0.348239,0.030518,0.076279,0.053574,0.165512,0.344910,0.020522,0.051265,0.030781,0.116368,0.262447,0.021164,0.053009,0.031036,0.118805,0.266739,0.047104,0.096588,0.087234,0.211965,0.421046,0.047516,0.096390,0.086411,0.210907,0.419144,0.074389,0.185646,0.121334,0.408930,0.882075,1.000000,0.671873,0.253713,0.601231,1.000000
158,0.029112,0.068217,0.043458,0.143061,0.304487,0.029236,0.069763,0.043457,0.144745,0.306305,0.033462,0.076263,0.051361,0.159946,0.342723,0.032532,0.075897,0.049438,0.158722,0.339005,0.024542,0.057860,0.035632,0.123756,0.265367,0.025665,0.060440,0.037109,0.127899,0.272644,0.051997,0.092127,0.076131,0.188380,0.415156,0.052719,0.090668,0.073059,0.188217,0.413803,0.083839,0.196461,0.125156,0.412008,0.876903,1.000000,0.696410,0.260540,0.607111,1.000000
159,0.025113,0.059512,0.037839,0.132623,0.298079,0.024780,0.060394,0.032532,0.134949,0.319122,0.030836,0.073040,0.057735,0.162229,0.352149,0.029358,0.071701,0.053436,0.157776,0.347763,0.019975,0.044930,0.027546,0.099649,0.226121,0.020447,0.046082,0.027740,0.099152,0.230408,0.046153,0.098928,0.093369,0.228836,0.447454,0.046356,0.098190,0.092911,0.230423,0.437302,0.075025,0.177792,0.113044,0.396211,0.890505,1.000000,0.637488,0.234159,0.577032,1.000000
160,0.028551,0.052729,0.035371,0.112205,0.257144,0.023315,0.050934,0.030945,0.110870,0.233429,0.042854,0.065217,0.051883,0.135819,0.351147,0.039337,0.062256,0.048538,0.132355,0.345551,0.019781,0.042365,0.025034,0.090300,0.180156,0.019455,0.043823,0.025085,0.094635,0.178558,0.074270,0.102549,0.088323,0.190435,0.483215,0.073898,0.101852,0.088516,0.189133,0.479050,0.098770,0.182411,0.122362,0.388164,0.889565,1.000000,0.615278,0.247612,0.561039,1.000000
161,0.026321,0.066333,0.038417,0.142706,0.312638,0.026978,0.068237,0.038940,0.145599,0.316650,0.030400,0.076577,0.045787,0.165847,0.359186,0.029297,0.075409,0.044312,0.162079,0.355347,0.021106,0.053058,0.029991,0.116247,0.262133,0.022369,0.055267,0.031311,0.119232,0.267746,0.042689,0.099589,0.067581,0.220540,0.457001,0.042450,0.099792,0.066635,0.219116,0.459091,0.074545,0.187861,0.108802,0.404156,0.885422,1.000000,0.677552,0.226678,0.591994,1.000000
162,0.021397,0.050546,0.030236,0.109139,0.248893,0.021484,0.051056,0.029297,0.109161,0.242889,0.025173,0.059719,0.037399,0.129249,0.300166,0.024551,0.057404,0.035370,0.124176,0.289078,0.017534,0.040592,0.024134,0.088964,0.204634,0.018219,0.042099,0.025238,0.089859,0.206360,0.034760,0.077927,0.062368,0.179616,0.426707,0.034348,0.077820,0.060333,0.177887,0.426575,0.076719,0.181232,0.108412,0.391319,0.892404,1.000000,0.645780,0.223733,0.568378,1.000000
163,0.020084,0.049717,0.026913,0.112213,0.277885,0.019928,0.048615,0.026703,0.110596,0.266388,0.024233,0.060730,0.032601,0.131042,0.325780,0.023865,0.060059,0.031326,0.129852,0.321930,0.016003,0.040210,0.021462,0.094861,0.242842,0.016052,0.040375,0.021942,0.095215,0.243515,0.035502,0.086314,0.050171,0.177719,0.418259,0.035355,0.087219,0.049591,0.179733,0.419464,0.065714,0.162670,0.088058,0.367152,0.909212,1.000000,0.588128,0.180645,0.525751,1.000000
164,0.020157,0.056588,0.025140,0.123252,0.305145,0.020477,0.056885,0.024353,0.124084,0.311829,0.024395,0.070207,0.032713,0.151211,0.359965,0.023926,0.068756,0.031830,0.148743,0.356613,0.015588,0.042379,0.018896,0.094272,0.245274,0.016144,0.043213,0.019318,0.095428,0.247467,0.034627,0.097143,0.047633,0.204193,0.455327,0.034485,0.097351,0.047028,0.203674,0.450455,0.060084,0.168678,0.074937,0.367394,0.909585,1.000000,0.619093,0.154562,0.526948,1.000000
165,0.025807,0.063263,0.038237,0.133791,0.293362,0.025208,0.063507,0.036957,0.133545,0.288971,0.030051,0.071574,0.045583,0.152531,0.336553,0.028442,0.070480,0.043427,0.148193,0.329163,0.022701,0.054649,0.032970,0.115474,0.255089,0.023209,0.055725,0.033722,0.116806,0.259979,0.046361,0.089930,0.071620,0.195267,0.431615,0.045639,0.088928,0.069946,0.195251,0.426590,0.077778,0.190667,0.115242,0.403226,0.884152,1.000000,0.682486,0.239605,0.590757,1.000000
166,0.023093,0.056023,0.029556,0.120293,0.285293,0.023010,0.056000,0.028809,0.118927,0.282349,0.026162,0.065520,0.034710,0.141392,0.338020,0.025604,0.064392,0.033447,0.138214,0.328979,0.020073,0.046557,0.025390,0.100975,0.238261,0.020325,0.047455,0.025757,0.103439,0.246490,0.035985,0.083710,0.050451,0.177892,0.425059,0.036240,0.083649,0.048248,0.177002,0.425156,0.072878,0.176800,0.093274,0.379628,0.900341,1.000000,0.632006,0.191681,0.547428,1.000000
167,0.019491,0.044727,0.030081,0.103159,0.261185,0.018707,0.043701,0.028076,0.098846,0.253540,0.023211,0.052199,0.038150,0.122628,0.307313,0.022079,0.050339,0.035294,0.118042,0.297668,0.016715,0.038445,0.024889,0.089660,0.222905,0.016907,0.039185,0.025269,0.091827,0.229431,0.035833,0.073568,0.068715,0.172450,0.401016,0.036331,0.073822,0.065750,0.171249,0.401337,0.068007,0.156058,0.104954,0.359929,0.911294,1.000000,0.559690,0.214346,0.513838,1.000000
168,0.023929,0.058312,0.034437,0.122442,0.254894,0.023560,0.057526,0.033234,0.119720,0.249268,0.027897,0.067820,0.041519,0.145549,0.306144,0.027039,0.065674,0.038757,0.141998,0.302307,0.020436,0.050050,0.029559,0.102884,0.208880,0.020859,0.051697,0.030609,0.105103,0.211517,0.038111,0.092239,0.078181,0.211812,0.398376,0.038040,0.092407,0.078415,0.211487,0.397217,0.082018,0.199864,0.118032,0.419671,0.873654,1.000000,0.713987,0.247014,0.621049,1.000000
169,0.021821,0.052436,0.030332,0.117786,0.277776,0.021545,0.052582,0.029175,0.119476,0.285919,0.025244,0.060311,0.036703,0.134397,0.317906,0.024170,0.059479,0.034821,0.132660,0.312225,0.018846,0.044221,0.025149,0.098668,0.227132,0.019455,0.045959,0.025986,0.102509,0.234558,0.037598,0.077728,0.061106,0.172465,0.420858,0.036041,0.077255,0.058075,0.171097,0.419632,0.070730,0.169966,0.098319,0.381788,0.900378,1.000000,0.611078,0.202488,0.550948,1.000000
170,0.023244,0.056772,0.032643,0.124393,0.288826,0.023346,0.055939,0.032074,0.122650,0.282654,0.026008,0.067138,0.037879,0.148218,0.348977,0.025558,0.065277,0.036362,0.144653,0.339508,0.020379,0.047403,0.028182,0.103279,0.236902,0.020721,0.047714,0.028870,0.102722,0.238220,0.033717,0.087331,0.058248,0.189468,0.460470,0.032730,0.087006,0.058990,0.189194,0.458893,0.072172,0.176276,0.101357,0.386240,0.896807,1.000000,0.633333,0.209204,0.559243,1.000000
171,0.055086,0.081062,0.071826,0.133329,0.198984,0.056854,0.082458,0.073425,0.134979,0.200012,0.066446,0.096242,0.086825,0.153024,0.220143,0.065948,0.095978,0.085968,0.151581,0.217041,0.041839,0.063932,0.055552,0.111678,0.176764,0.042938,0.065353,0.057022,0.114166,0.178009,0.080678,0.118556,0.106771,0.184331,0.258535,0.080490,0.118683,0.106110,0.184021,0.257278,0.205099,0.301816,0.267428,0.496419,0.740872,1.000000,0.890203,0.565405,0.817920,1.000000
172,0.057950,0.081040,0.082065,0.129912,0.181284,0.058258,0.081360,0.082458,0.130463,0.181244,0.064985,0.090015,0.092660,0.141486,0.196033,0.064529,0.089355,0.091553,0.140640,0.194397,0.050562,0.071676,0.071295,0.117915,0.166582,0.051605,0.073059,0.073044,0.119598,0.167877,0.075780,0.105586,0.108215,0.164124,0.225052,0.075684,0.105652,0.108093,0.162704,0.223541,0.224887,0.314494,0.318470,0.504152,0.703510,1.000000,0.912785,0.686065,0.863490,1.000000
173,0.026043,0.065484,0.044192,0.145290,0.294554,0.026154,0.064789,0.041443,0.144775,0.295288,0.029576,0.077488,0.058429,0.173364,0.339213,0.029053,0.075928,0.056641,0.170685,0.335312,0.022381,0.053902,0.032760,0.117850,0.248863,0.022583,0.054428,0.032181,0.118927,0.252747,0.037175,0.096909,0.084702,0.216385,0.409561,0.037033,0.096344,0.084473,0.216461,0.409897,0.076867,0.193277,0.130434,0.428827,0.869385,1.000000,0.702835,0.275686,0.638844,1.000000
174,0.026623,0.060184,0.035065,0.125338,0.279808,0.025238,0.059845,0.034393,0.124237,0.280334,0.033453,0.069820,0.043059,0.143815,0.320308,0.031830,0.068787,0.041748,0.141220,0.311768,0.021558,0.050827,0.028120,0.108310,0.238372,0.022003,0.052338,0.028748,0.110260,0.242828,0.050227,0.089432,0.066600,0.187698,0.402959,0.049957,0.089127,0.064789,0.188950,0.400269,0.084374,0.190736,0.111130,0.397224,0.886772,1.000000,0.669313,0.228863,0.578899,1.000000
175,0.059615,0.084692,0.081857,0.137753,0.192371,0.061188,0.087128,0.082306,0.141205,0.195526,0.065771,0.092635,0.091144,0.147860,0.205506,0.065109,0.091904,0.090332,0.146576,0.204346,0.051423,0.073836,0.071977,0.122675,0.173930,0.053162,0.076477,0.074768,0.126663,0.178162,0.077708,0.108241,0.107157,0.168493,0.229192,0.077713,0.108139,0.107040,0.169098,0.228638,0.220029,0.312583,0.302121,0.508422,0.710006,1.000000,0.912590,0.649699,0.865382,1.000000
176,0.023511,0.055460,0.035784,0.123813,0.298928,0.023224,0.056396,0.034088,0.125244,0.303650,0.027455,0.064378,0.045651,0.143734,0.338353,0.026199,0.062759,0.043823,0.141144,0.334564,0.020061,0.044924,0.027809,0.101333,0.255017,0.020660,0.046173,0.028046,0.102753,0.259186,0.048864,0.083934,0.076248,0.188075,0.407013,0.048782,0.083984,0.076248,0.185486,0.402237,0.071018,0.167526,0.108091,0.373997,0.902958,1.000000,0.600445,0.221957,0.538146,1.000000
177,0.028607,0.061645,0.041046,0.126971,0.252575,0.028381,0.061615,0.041229,0.125854,0.245483,0.032319,0.071364,0.047031,0.149837,0.304654,0.031570,0.071075,0.045837,0.148682,0.298981,0.025231,0.052021,0.034924,0.104912,0.209640,0.025909,0.053635,0.036285,0.107147,0.212357,0.041885,0.093155,0.063197,0.190598,0.403666,0.041748,0.092255,0.063248,0.190796,0.404022,0.097425,0.209940,0.139789,0.432419,0.860178,1.000000,0.728671,0.291956,0.645893,1.000000
178,0.020796,0.045619,0.028151,0.101172,0.262491,0.019989,0.045349,0.027039,0.100342,0.260681,0.025079,0.052375,0.034506,0.115163,0.300143,0.023621,0.051331,0.033234,0.112946,0.296021,0.017705,0.039015,0.023440,0.088528,0.228464,0.017975,0.039963,0.023834,0.090607,0.229858,0.038788,0.070267,0.053609,0.150620,0.387461,0.039200,0.070282,0.054123,0.147354,0.382111,0.072429,0.158879,0.098044,0.352356,0.914191,1.000000,0.561669,0.198747,0.500683,1.000000
179,0.029808,0.058401,0.039641,0.118107,0.234579,0.028442,0.057007,0.037720,0.112915,0.225250,0.037486,0.071460,0.050646,0.144824,0.281016,0.036011,0.069183,0.048584,0.139160,0.271393,0.023804,0.046978,0.031148,0.097627,0.203027,0.023987,0.047272,0.031219,0.097351,0.204376,0.057978,0.098022,0.084264,0.207372,0.384211,0.056412,0.097504,0.083496,0.207397,0.382935,0.108955,0.213467,0.144896,0.431706,0.857435,1.000000,0.720989,0.299870,0.644035,1.000000
180,0.039088,0.082779,0.066684,0.165033,0.246660,0.038208,0.083038,0.066162,0.167542,0.246826,0.045024,0.091155,0.074974,0.180188,0.271257,0.043335,0.090057,0.073318,0.178543,0.267578,0.033963,0.074153,0.059338,0.147818,0.221657,0.034363,0.075943,0.060364,0.151123,0.224762,0.064209,0.110804,0.097407,0.212260,0.337504,0.063400,0.110291,0.094437,0.209625,0.337418,0.123051,0.260596,0.209928,0.519536,0.776505,1.000000,0.909855,0.466737,0.847335,1.000000
181,0.023322,0.053014,0.032169,0.113926,0.277870,0.023926,0.052948,0.031708,0.110718,0.273224,0.027349,0.063621,0.040350,0.137280,0.318333,0.026794,0.062469,0.037933,0.134674,0.314728,0.018531,0.042510,0.024580,0.093634,0.240333,0.018799,0.042770,0.024857,0.094482,0.243454,0.036433,0.083099,0.062383,0.185064,0.405141,0.036270,0.082901,0.062363,0.184296,0.406891,0.075833,0.172381,0.104602,0.370445,0.903528,1.000000,0.609643,0.213613,0.531788,1.000000
182,0.020773,0.055120,0.028953,0.122426,0.283425,0.020233,0.054749,0.026764,0.120178,0.280884,0.024373,0.062718,0.037935,0.139272,0.320278,0.023254,0.061310,0.035034,0.134888,0.314087,0.017864,0.047837,0.023597,0.107789,0.249238,0.018097,0.048828,0.023865,0.108383,0.252365,0.036667,0.081823,0.066218,0.182541,0.394414,0.036469,0.080109,0.064117,0.182220,0.386459,0.065815,0.174632,0.091729,0.387871,0.897950,1.000000,0.637695,0.190356,0.562201,1.000000
183,0.060059,0.088278,0.077334,0.143040,0.197918,0.062408,0.091705,0.080292,0.147034,0.202545,0.066535,0.097713,0.084845,0.157047,0.213648,0.065979,0.096390,0.084412,0.155609,0.212524,0.050397,0.074487,0.066281,0.123766,0.174129,0.051834,0.076263,0.067490,0.126221,0.175583,0.076187,0.115214,0.096507,0.181875,0.248301,0.076187,0.114761,0.096161,0.181976,0.246414,0.216419,0.318108,0.278671,0.515437,0.713188,1.000000,0.933932,0.599547,0.875111,1.000000
184,0.024412,0.060186,0.043055,0.138362,0.268899,0.024597,0.061432,0.042542,0.141266,0.271606,0.029175,0.069760,0.055915,0.160069,0.304989,0.027832,0.068237,0.054321,0.156967,0.299377,0.019377,0.048874,0.030968,0.112376,0.229740,0.020157,0.050568,0.032394,0.115356,0.234070,0.050552,0.088989,0.087026,0.202382,0.384547,0.049179,0.088531,0.084641,0.200226,0.383331,0.078172,0.192726,0.137871,0.443062,0.861066,1.000000,0.703648,0.293580,0.665916,1.000000
185,0.016669,0.045070,0.023144,0.097980,0.233616,0.016571,0.043610,0.022308,0.096588,0.233948,0.020582,0.058522,0.030304,0.124592,0.290434,0.020233,0.056564,0.028931,0.119873,0.284332,0.012844,0.032672,0.016963,0.072639,0.176612,0.013626,0.034149,0.017639,0.073669,0.180481,0.028158,0.083888,0.048284,0.180150,0.394440,0.028275,0.083694,0.047882,0.179581,0.395081,0.064389,0.174093,0.089399,0.378469,0.902394,1.000000,0.635632,0.184941,0.546216,1.000000
186,0.024962,0.054499,0.038875,0.116392,0.258717,0.024689,0.054901,0.037262,0.114899,0.250977,0.029243,0.063458,0.049031,0.138225,0.310115,0.027924,0.062195,0.045731,0.134277,0.299606,0.020990,0.044905,0.031089,0.096660,0.214927,0.021744,0.046402,0.032593,0.098007,0.216431,0.043630,0.081345,0.086889,0.188995,0.426280,0.042053,0.080734,0.086029,0.188507,0.424149,0.085326,0.186289,0.132882,0.397851,0.884349,1.000000,0.653459,0.274075,0.581149,1.000000
187,0.021166,0.051711,0.030546,0.114575,0.277472,0.021576,0.052460,0.029236,0.115295,0.279327,0.024626,0.061627,0.039779,0.136973,0.322554,0.024170,0.060379,0.037735,0.134064,0.317383,0.017104,0.040739,0.023467,0.091207,0.230129,0.017593,0.041870,0.024506,0.092972,0.235138,0.032923,0.081436,0.065282,0.180339,0.412562,0.031738,0.081177,0.064865,0.179443,0.412369,0.068971,0.168507,0.099537,0.373359,0.904181,1.000000,0.606635,0.204567,0.536915,1.000000
188,0.018166,0.045836,0.022982,0.106496,0.268392,0.018311,0.045074,0.023071,0.105804,0.263519,0.020644,0.056103,0.026719,0.128206,0.322712,0.020355,0.055359,0.026001,0.127014,0.320251,0.015512,0.036311,0.019056,0.085958,0.217338,0.015839,0.036087,0.019928,0.086273,0.217224,0.025116,0.073766,0.039296,0.160690,0.404231,0.025131,0.073792,0.038971,0.159378,0.402573,0.061824,0.155996,0.078215,0.362443,0.913433,1.000000,0.567823,0.160399,0.517384,1.000000
189,0.056635,0.084332,0.074949,0.139162,0.197621,0.058228,0.085510,0.075684,0.139069,0.196686,0.064196,0.095288,0.086277,0.156498,0.218228,0.063904,0.094757,0.085754,0.155289,0.217285,0.047403,0.071639,0.062817,0.122106,0.177998,0.049423,0.073654,0.064331,0.124573,0.180542,0.077667,0.112295,0.106110,0.183360,0.249903,0.076126,0.112823,0.106094,0.183456,0.248108,0.207695,0.309265,0.274855,0.510340,0.724725,1.000000,0.917830,0.589553,0.857042,1.000000
190,0.066494,0.094770,0.084686,0.151200,0.206926,0.067932,0.096130,0.086121,0.153503,0.209076,0.072608,0.102946,0.094227,0.162026,0.219543,0.072784,0.102768,0.094238,0.161209,0.218719,0.058412,0.084853,0.073487,0.137894,0.191107,0.060364,0.088013,0.075439,0.142059,0.196014,0.080129,0.115540,0.105876,0.180186,0.240646,0.080002,0.115921,0.105927,0.180176,0.241135,0.226408,0.322687,0.288350,0.514827,0.704570,1.000000,0.932760,0.619456,0.880002,1.000000
