treeID,meanSpectra475,meanSpectra560,meanSpectra668,meanSpectra717,meanSpectra842,medianSpectra475,medianSpectra560,medianSpectra668,medianSpectra717,medianSpectra842,meanSpectra_bright475,meanSpectra_bright560,meanSpectra_bright668,meanSpectra_bright717,meanSpectra_bright842,medianSpectra_bright475,medianSpectra_bright560,medianSpectra_bright668,medianSpectra_bright717,medianSpectra_bright842,meanSpectra_dark475,meanSpectra_dark560,meanSpectra_dark668,meanSpectra_dark717,meanSpectra_dark842,medianSpectra_dark475,medianSpectra_dark560,medianSpectra_dark668,medianSpectra_dark717,medianSpectra_dark842,meanSpectra_6max475,meanSpectra_6max560,meanSpectra_6max668,meanSpectra_6max717,meanSpectra_6max842,medianSpectra_6max475,medianSpectra_6max560,medianSpectra_6max668,medianSpectra_6max717,medianSpectra_6max842,meanSpectraNormalized475,meanSpectraNormalized560,meanSpectraNormalized668,meanSpectraNormalized717,meanSpectraNormalized842,continuumRemovedMeanSpectra475,continuumRemovedMeanSpectra560,continuumRemovedMeanSpectra668,continuumRemovedMeanSpectra717,continuumRemovedMeanSpectra842,ARVI,ARVI2,BNDVI,BWDRVI,CI,CIG,CIVE,CRI1,CVI,DATT1,DATT6,ExG,EXGR,ExR,EVI,GLI,GBNDVI,GNDVI1,IF,LCI,LogR,MGRVI,mSR,MSR1,MTVI1,NBlue,NDRE,NDVI,NGreen,NRed,OSAVI,RDVI1,RGBVI,SAVI,TCI,
184,0.024412,0.060186,0.043055,0.138362,0.268899,0.024597,0.061432,0.042542,0.141266,0.271606,0.029175,0.069760,0.055915,0.160069,0.304989,0.027832,0.068237,0.054321,0.156967,0.299377,0.019377,0.048874,0.030968,0.112376,0.229740,0.020157,0.050568,0.032394,0.115356,0.234070,0.050552,0.088989,0.087026,0.202382,0.384547,0.049179,0.088531,0.084641,0.200226,0.383331,0.078172,0.192726,0.137871,0.443062,0.861066,1.000000,0.703648,0.293580,0.665916,1.000000,0.640673,0.674400,0.743473,0.058090,0.399371,5.857894,18.762362,26.465831,3.157705,0.578159,35.243901,0.052904,0.017039,0.035865,0.696369,0.291740,0.523402,0.635993,-2.431692,0.423494,1.886233,0.349035,19.364517,2.052845,0.351938,0.192808,0.324109,0.730256,0.477977,0.329215,0.553652,0.404256,0.560778,0.415055,2.436325,
185,0.016669,0.045070,0.023144,0.097980,0.233616,0.016571,0.043610,0.022308,0.096588,0.233948,0.020582,0.058522,0.030304,0.124592,0.290434,0.020233,0.056564,0.028931,0.119873,0.284332,0.012844,0.032672,0.016963,0.072639,0.176612,0.013626,0.034149,0.017639,0.073669,0.180481,0.028158,0.083888,0.048284,0.180150,0.394440,0.028275,0.083694,0.047882,0.179581,0.395081,0.064389,0.174093,0.089399,0.378469,0.902394,1.000000,0.635632,0.184941,0.546216,1.000000,0.779664,0.780829,0.779694,0.167773,0.258129,9.527219,18.763917,41.069582,2.761252,0.646958,62.637967,0.050327,0.034595,0.015732,0.543916,0.382478,0.585006,0.680833,-2.821963,0.531819,2.335922,0.577421,39.273428,2.786725,0.337284,0.199798,0.412916,0.821222,0.528779,0.271423,0.574462,0.411260,0.671097,0.409588,2.043828,
186,0.024962,0.054499,0.038875,0.116392,0.258717,0.024689,0.054901,0.037262,0.114899,0.250977,0.029243,0.063458,0.049031,0.138225,0.310115,0.027924,0.062195,0.045731,0.134277,0.299606,0.020990,0.044905,0.031089,0.096660,0.214927,0.021744,0.046402,0.032593,0.098007,0.216431,0.043630,0.081345,0.086889,0.188995,0.426280,0.042053,0.080734,0.086029,0.188507,0.424149,0.085326,0.186289,0.132882,0.397851,0.884349,1.000000,0.653459,0.274075,0.581149,1.000000,0.666184,0.684464,0.743310,0.017842,0.333939,5.979186,18.765741,22.812489,3.381350,0.646630,43.597834,0.045161,0.015699,0.029463,0.660672,0.264318,0.526562,0.650275,-2.882036,0.478213,1.916431,0.336588,27.612231,2.092013,0.340947,0.212817,0.379274,0.738858,0.462944,0.324239,0.551098,0.400539,0.508804,0.408746,2.137193,
187,0.021166,0.051711,0.030546,0.114575,0.277472,0.021576,0.052460,0.029236,0.115295,0.279327,0.024626,0.061627,0.039779,0.136973,0.322554,0.024170,0.060379,0.037735,0.134064,0.317383,0.017104,0.040739,0.023467,0.091207,0.230129,0.017593,0.041870,0.024506,0.092972,0.235138,0.032923,0.081436,0.065282,0.180339,0.412562,0.031738,0.081177,0.064865,0.179443,0.412369,0.068971,0.168507,0.099537,0.373359,0.904181,1.000000,0.606635,0.204567,0.536915,1.000000,0.755569,0.761320,0.779181,0.136944,0.275830,8.660456,18.763062,29.407401,3.183464,0.661420,52.244650,0.051711,0.030112,0.021598,0.664069,0.335870,0.585604,0.687918,-2.864216,0.532671,2.243257,0.491393,34.578486,2.626750,0.388592,0.207220,0.419143,0.804547,0.502035,0.290745,0.607099,0.443186,0.611324,0.454207,1.990870,
188,0.018166,0.045836,0.022982,0.106496,0.268392,0.018311,0.045074,0.023071,0.105804,0.263519,0.020644,0.056103,0.026719,0.128206,0.322712,0.020355,0.055359,0.026001,0.127014,0.320251,0.015512,0.036311,0.019056,0.085958,0.217338,0.015839,0.036087,0.019928,0.086273,0.217224,0.025116,0.073766,0.039296,0.160690,0.404231,0.025131,0.073792,0.038971,0.159378,0.402573,0.061824,0.155996,0.078215,0.362443,0.913433,1.000000,0.567823,0.160399,0.517384,1.000000,0.809873,0.802376,0.795546,0.186669,0.199730,10.858029,18.763747,33.515212,3.042271,0.660893,59.559924,0.050525,0.036516,0.014009,0.614405,0.372414,0.614137,0.709362,-3.043738,0.555029,2.455352,0.581735,90.928447,3.008516,0.389043,0.211252,0.432296,0.839638,0.523159,0.265589,0.622292,0.451141,0.653043,0.459384,1.940349,
189,0.056635,0.084332,0.074949,0.139162,0.197621,0.058228,0.085510,0.075684,0.139069,0.196686,0.064196,0.095288,0.086277,0.156498,0.218228,0.063904,0.094757,0.085754,0.155289,0.217285,0.047403,0.071639,0.062817,0.122106,0.177998,0.049423,0.073654,0.064331,0.124573,0.180542,0.077667,0.112295,0.106110,0.183360,0.249903,0.076126,0.112823,0.106094,0.183456,0.248108,0.207695,0.309265,0.274855,0.510340,0.724725,1.000000,0.917830,0.589553,0.857042,1.000000,0.364357,0.350998,0.502497,-0.476882,0.240732,1.696887,18.767561,6.132382,2.105176,0.476684,17.671109,0.037080,-0.011214,0.048293,0.927087,0.124992,0.171417,0.404689,-4.824927,0.216679,0.983022,0.121268,8.939730,0.876322,0.191285,0.262141,0.175258,0.453845,0.391460,0.346399,0.329125,0.235356,0.255170,0.237793,4.330616,
190,0.066494,0.094770,0.084686,0.151200,0.206926,0.067932,0.096130,0.086121,0.153503,0.209076,0.072608,0.102946,0.094227,0.162026,0.219543,0.072784,0.102768,0.094238,0.161209,0.218719,0.058412,0.084853,0.073487,0.137894,0.191107,0.060364,0.088013,0.075439,0.142059,0.196014,0.080129,0.115540,0.105876,0.180186,0.240646,0.080002,0.115921,0.105927,0.180176,0.241135,0.226408,0.322687,0.288350,0.514827,0.704570,1.000000,0.932760,0.619456,0.880002,1.000000,0.339557,0.313137,0.466859,-0.522771,0.211353,1.476422,18.766454,4.619326,1.959830,0.457238,14.794660,0.038361,-0.013705,0.052066,1.746182,0.113545,0.126130,0.373297,-5.472318,0.192106,0.901296,0.114918,8.949643,0.788271,0.191757,0.270354,0.156333,0.421485,0.385909,0.343737,0.314237,0.226656,0.231002,0.231487,4.778690,
191,0.054629,0.081761,0.074294,0.135560,0.188560,0.055359,0.082642,0.075653,0.136719,0.189667,0.061877,0.091491,0.084966,0.149269,0.205392,0.061676,0.090195,0.084290,0.148956,0.203705,0.046341,0.070852,0.062093,0.119470,0.170055,0.048203,0.073334,0.064072,0.122711,0.172516,0.074560,0.111582,0.105886,0.181076,0.242157,0.074493,0.110657,0.105362,0.177841,0.241379,0.207788,0.310988,0.282587,0.515621,0.717210,1.000000,0.927925,0.611000,0.874150,1.000000,0.340988,0.333511,0.498048,-0.481423,0.260797,1.591382,18.768764,6.437209,2.116223,0.464215,17.756153,0.034599,-0.014784,0.049383,1.067655,0.120229,0.164500,0.397734,-4.594815,0.203667,0.944833,0.100349,7.724905,0.834772,0.176190,0.259005,0.165064,0.438898,0.389171,0.351825,0.313872,0.223399,0.248071,0.224449,4.532070,
192,0.053843,0.080265,0.071310,0.131183,0.180567,0.054840,0.081390,0.071411,0.132721,0.181274,0.063439,0.094507,0.084172,0.151475,0.207594,0.063889,0.094513,0.083710,0.151459,0.207825,0.043086,0.065112,0.058405,0.108875,0.152370,0.044617,0.066742,0.059662,0.111420,0.154907,0.075129,0.112956,0.102844,0.176600,0.241007,0.074661,0.112778,0.102264,0.175552,0.240799,0.212436,0.316681,0.281349,0.517576,0.712420,1.000000,0.938505,0.608416,0.881094,1.000000,0.344200,0.330625,0.488781,-0.493190,0.243999,1.562023,18.768464,6.524409,2.037539,0.452910,18.251992,0.035377,-0.010613,0.045990,1.049595,0.123391,0.151949,0.387931,-4.768171,0.197416,0.937195,0.115980,8.317840,0.825271,0.171301,0.261659,0.159618,0.436432,0.390697,0.347644,0.306099,0.217346,0.252618,0.216636,4.702751,
193,0.057168,0.082841,0.078997,0.136097,0.188931,0.058441,0.084900,0.079681,0.138855,0.192413,0.062819,0.090494,0.086785,0.147224,0.203646,0.061981,0.089844,0.085907,0.146393,0.202377,0.049893,0.072450,0.070094,0.121581,0.170113,0.051361,0.074738,0.072830,0.124542,0.173737,0.073649,0.103678,0.100535,0.166931,0.227870,0.073624,0.103165,0.100525,0.166840,0.226395,0.215172,0.311801,0.297335,0.512249,0.711108,1.000000,0.919344,0.641999,0.872471,1.000000,0.305851,0.301417,0.486054,-0.500916,0.275166,1.409607,18.770865,5.589736,2.196521,0.480835,17.185086,0.029516,-0.023912,0.053429,1.143721,0.097776,0.150567,0.391709,-4.779436,0.197609,0.876120,0.047488,6.460466,0.761252,0.164299,0.260744,0.163014,0.411467,0.378403,0.360853,0.297524,0.212307,0.206348,0.214272,4.490665,
194,0.019812,0.058544,0.028431,0.131149,0.307375,0.019745,0.058929,0.028503,0.132843,0.309540,0.022515,0.069821,0.033120,0.154498,0.363726,0.022278,0.068680,0.031754,0.152863,0.361038,0.017222,0.046856,0.023634,0.105482,0.247419,0.017487,0.047241,0.023956,0.106720,0.248444,0.028651,0.088552,0.051534,0.199173,0.446782,0.027878,0.088562,0.051834,0.196030,0.444595,0.058093,0.171665,0.083366,0.384558,0.901289,1.000000,0.638414,0.173791,0.556934,1.000000,0.782591,0.788234,0.783846,0.207702,0.292331,9.948372,18.755588,33.727040,2.610552,0.631522,42.804896,0.068846,0.048854,0.019991,0.701971,0.409665,0.590953,0.679595,-2.646391,0.522909,2.375672,0.605717,38.622282,2.859132,0.448656,0.187992,0.401188,0.827550,0.545025,0.266982,0.643799,0.477489,0.704891,0.494030,2.092125,
195,0.034655,0.068233,0.047148,0.132780,0.251390,0.033508,0.068146,0.046570,0.131500,0.246002,0.041688,0.076726,0.055883,0.149659,0.287535,0.039398,0.075562,0.053894,0.146179,0.282593,0.029370,0.059931,0.039356,0.117626,0.221787,0.030075,0.061829,0.040817,0.119080,0.225250,0.062734,0.098587,0.079198,0.181147,0.366450,0.062164,0.096390,0.077454,0.180237,0.363647,0.116224,0.228837,0.158122,0.445312,0.843102,1.000000,0.768054,0.329653,0.673305,1.000000,0.617938,0.618387,0.674962,-0.149512,0.255477,4.565358,18.761021,15.308966,2.555986,0.578671,28.760536,0.054663,0.023311,0.031352,0.731314,0.253852,0.416734,0.571087,-3.492819,0.395942,1.687043,0.357731,27.281981,1.755831,0.327001,0.230163,0.307698,0.682382,0.457429,0.312409,0.513287,0.372312,0.483103,0.381343,2.633131,
196,0.021872,0.056694,0.033388,0.123113,0.267230,0.021515,0.055054,0.031433,0.119202,0.264282,0.026249,0.069385,0.044040,0.149090,0.312022,0.025055,0.067780,0.041733,0.147217,0.306244,0.017865,0.045594,0.025436,0.099943,0.225406,0.017975,0.046051,0.025757,0.098999,0.226227,0.042811,0.094269,0.073669,0.198217,0.401784,0.040527,0.093704,0.073013,0.196396,0.394836,0.072356,0.187550,0.110450,0.407276,0.884034,1.000000,0.681319,0.230974,0.597955,1.000000,0.719179,0.732655,0.757536,0.103779,0.314599,7.589191,18.760198,29.611215,2.801567,0.617538,41.862719,0.058128,0.033257,0.024870,0.652986,0.347041,0.546791,0.651958,-2.689531,0.482466,2.117218,0.490196,30.148090,2.417419,0.373091,0.197478,0.372024,0.780047,0.508772,0.293750,0.584733,0.425000,0.628071,0.434569,2.217472,
197,0.020249,0.046654,0.029480,0.106318,0.245389,0.019470,0.046326,0.027863,0.105957,0.240692,0.024198,0.055616,0.037140,0.127000,0.303112,0.022919,0.054291,0.035126,0.123596,0.294952,0.017201,0.038175,0.024097,0.085972,0.192536,0.017731,0.038666,0.024597,0.085571,0.191452,0.042114,0.072301,0.067825,0.170191,0.429693,0.041519,0.072006,0.067307,0.168304,0.427292,0.073950,0.170383,0.107665,0.388284,0.896183,1.000000,0.609583,0.221959,0.562221,1.000000,0.726091,0.733929,0.765136,0.088745,0.297134,7.541917,18.766695,29.170016,3.305915,0.639584,51.925064,0.043578,0.022554,0.021024,0.586824,0.304591,0.563440,0.675597,-2.974856,0.500443,2.118674,0.430644,30.548027,2.415532,0.337699,0.211619,0.390986,0.781136,0.484781,0.303600,0.564924,0.407211,0.565394,0.410761,2.096596,
198,0.025195,0.073763,0.042832,0.150154,0.269843,0.026306,0.077881,0.043243,0.156891,0.276947,0.028905,0.090103,0.053472,0.180961,0.315886,0.028534,0.089264,0.051819,0.179993,0.314545,0.019697,0.053547,0.031511,0.111786,0.215085,0.020630,0.054428,0.032471,0.112854,0.214035,0.036413,0.111471,0.078918,0.222010,0.381887,0.036133,0.110519,0.080368,0.222214,0.381454,0.078400,0.229534,0.133283,0.467246,0.839693,1.000000,0.854166,0.290348,0.719538,1.000000,0.643833,0.674161,0.713712,0.036163,0.386652,5.633843,18.750604,27.311976,2.192432,0.532092,28.214672,0.079500,0.044730,0.034770,0.699188,0.365301,0.467612,0.576592,-2.433479,0.389394,1.871772,0.495312,17.442812,2.019890,0.375149,0.181811,0.290799,0.730052,0.518915,0.299274,0.552232,0.404344,0.659583,0.414652,2.807118,
199,0.071418,0.102513,0.088306,0.164461,0.227040,0.073181,0.104004,0.090363,0.165863,0.229340,0.075724,0.109077,0.094605,0.175397,0.240273,0.075516,0.108551,0.094391,0.174332,0.239471,0.064395,0.094063,0.078907,0.152039,0.211303,0.066376,0.097290,0.080658,0.154999,0.213547,0.081161,0.119436,0.104167,0.193629,0.261332,0.081146,0.119034,0.104507,0.192688,0.260635,0.223616,0.320978,0.276493,0.514942,0.710883,1.000000,0.929204,0.591746,0.874167,1.000000,0.368000,0.335441,0.472596,-0.516189,0.189474,1.590635,18.763125,4.314817,1.913975,0.452390,13.646415,0.045303,-0.006907,0.052210,3.256351,0.124541,0.133238,0.378409,-5.560556,0.198859,0.947673,0.148956,9.226201,0.836641,0.221941,0.272286,0.160255,0.440548,0.391194,0.336520,0.338356,0.247018,0.250358,0.254969,4.709503,
200,0.071418,0.102513,0.088306,0.164461,0.227040,0.073181,0.104004,0.090363,0.165863,0.229340,0.075724,0.109077,0.094605,0.175397,0.240273,0.075516,0.108551,0.094391,0.174332,0.239471,0.064395,0.094063,0.078907,0.152039,0.211303,0.066376,0.097290,0.080658,0.154999,0.213547,0.081161,0.119436,0.104167,0.193629,0.261332,0.081146,0.119034,0.104507,0.192688,0.260635,0.223616,0.320978,0.276493,0.514942,0.710883,1.000000,0.929204,0.591746,0.874167,1.000000,0.368000,0.335441,0.472596,-0.516189,0.189474,1.590635,18.763125,4.314817,1.913975,0.452390,13.646415,0.045303,-0.006907,0.052210,3.256351,0.124541,0.133238,0.378409,-5.560556,0.198859,0.947673,0.148956,9.226201,0.836641,0.221941,0.272286,0.160255,0.440548,0.391194,0.336520,0.338356,0.247018,0.250358,0.254969,4.709503,
201,0.063215,0.091492,0.079512,0.151092,0.208061,0.063141,0.090729,0.079315,0.148712,0.206055,0.070781,0.102830,0.088799,0.169687,0.228339,0.070343,0.101257,0.087769,0.166397,0.224136,0.055724,0.080905,0.070434,0.135863,0.190091,0.057175,0.082825,0.072052,0.138367,0.192444,0.081828,0.121918,0.103923,0.222087,0.287954,0.081848,0.121964,0.103775,0.217209,0.287125,0.217074,0.314170,0.273033,0.518831,0.714454,1.000000,0.920191,0.586205,0.879212,1.000000,0.370347,0.343618,0.484673,-0.502412,0.203802,1.640898,18.765799,5.013471,2.000463,0.448162,15.525515,0.040256,-0.007845,0.048101,2.678856,0.122923,0.149025,0.390840,-5.389651,0.199283,0.965667,0.137390,10.553967,0.856338,0.203799,0.269665,0.160067,0.447537,0.390512,0.339823,0.332329,0.239429,0.248133,0.244136,4.706305,
202,0.017892,0.051398,0.024113,0.123754,0.324017,0.017914,0.051483,0.023499,0.125641,0.334015,0.020135,0.061479,0.028995,0.149103,0.381380,0.019501,0.060303,0.027252,0.145752,0.377655,0.015612,0.041152,0.020008,0.096249,0.253045,0.015900,0.041855,0.020538,0.097137,0.258789,0.029353,0.078379,0.049795,0.196533,0.473923,0.028030,0.076706,0.049026,0.196732,0.472656,0.050842,0.146053,0.068518,0.351656,0.920721,1.000000,0.544340,0.141047,0.500044,1.000000,0.826540,0.823438,0.812311,0.276853,0.241004,12.757398,18.759240,36.650049,3.015766,0.670072,55.284075,0.060792,0.044926,0.015866,0.711090,0.412410,0.643190,0.725106,-2.832892,0.574785,2.595007,0.625209,62.750103,3.290671,0.474427,0.194859,0.448378,0.857639,0.547186,0.257955,0.674161,0.503642,0.702326,0.522512,1.884980,
203,0.045889,0.070339,0.060265,0.117935,0.175179,0.048004,0.073364,0.061249,0.121216,0.177704,0.055271,0.083491,0.074367,0.136933,0.194609,0.055099,0.083038,0.072998,0.136139,0.193176,0.033567,0.053067,0.045455,0.095926,0.153395,0.035919,0.056519,0.047607,0.101318,0.158783,0.069204,0.106277,0.094477,0.160965,0.225459,0.068878,0.105637,0.094330,0.161392,0.224457,0.195171,0.299161,0.256317,0.501594,0.745061,1.000000,0.899345,0.545221,0.825550,1.000000,0.416170,0.403732,0.535894,-0.426188,0.235866,2.097360,18.769276,9.074764,2.256518,0.500662,24.815997,0.034524,-0.003959,0.038483,0.719188,0.142798,0.217243,0.437295,-4.547459,0.251561,1.106683,0.157669,15.155844,1.018635,0.181190,0.258512,0.201791,0.498916,0.400297,0.341190,0.338413,0.238328,0.288805,0.234185,3.908032,
204,0.069823,0.096874,0.091754,0.156300,0.214379,0.070282,0.097198,0.091919,0.157593,0.215729,0.073806,0.102623,0.097649,0.164548,0.225316,0.073303,0.101929,0.097260,0.163086,0.223969,0.065473,0.090636,0.085644,0.146295,0.201875,0.065948,0.091858,0.086151,0.148224,0.203278,0.080633,0.116597,0.105952,0.185623,0.253443,0.080490,0.116669,0.105759,0.185959,0.253998,0.228877,0.317549,0.300766,0.512343,0.702725,1.000000,0.914234,0.645697,0.876906,1.000000,0.307520,0.288648,0.464320,-0.529779,0.237592,1.343705,18.768999,4.010989,2.103432,0.474718,14.266387,0.032171,-0.026462,0.058633,3.247919,0.090268,0.125233,0.377713,-5.637454,0.189722,0.849506,0.054165,6.912585,0.733434,0.184567,0.270239,0.156859,0.400554,0.374783,0.354978,0.304866,0.221509,0.188057,0.227946,4.652074,
205,0.061371,0.084646,0.082231,0.137301,0.192377,0.062714,0.086212,0.083588,0.139648,0.194550,0.068885,0.094736,0.093131,0.151302,0.209350,0.068085,0.093628,0.092575,0.149231,0.207108,0.052197,0.072487,0.069353,0.119977,0.172584,0.054916,0.076309,0.072845,0.125168,0.177521,0.081909,0.116175,0.108287,0.181773,0.245427,0.081879,0.115768,0.108368,0.180267,0.245270,0.226288,0.312109,0.303203,0.506256,0.709334,1.000000,0.899320,0.648130,0.860142,1.000000,0.307687,0.294147,0.475849,-0.517695,0.251320,1.389068,18.772318,4.711288,2.235850,0.501146,17.538788,0.025691,-0.028061,0.053752,1.851735,0.083073,0.141497,0.392265,-5.555612,0.203337,0.862887,0.031992,6.769873,0.749237,0.162378,0.268898,0.169284,0.405254,0.371415,0.359687,0.294366,0.210696,0.175160,0.213031,4.355847,
206,0.018197,0.044824,0.024432,0.102780,0.271316,0.018066,0.045410,0.023865,0.103333,0.270660,0.021170,0.052509,0.029146,0.119367,0.321804,0.020508,0.051514,0.027740,0.116821,0.314301,0.015310,0.036265,0.020337,0.085360,0.221969,0.015778,0.037262,0.020813,0.087921,0.230438,0.030940,0.070226,0.049337,0.157557,0.420049,0.030731,0.070358,0.045303,0.157822,0.422623,0.061653,0.151870,0.082780,0.348228,0.919249,1.000000,0.550150,0.168783,0.494046,1.000000,0.794192,0.792938,0.798301,0.191941,0.245325,10.354696,18.765290,33.760088,3.341767,0.680595,62.214737,0.047020,0.031011,0.016009,0.621847,0.352332,0.619668,0.714965,-2.963284,0.566354,2.406825,0.533389,52.078656,2.921203,0.387324,0.209179,0.447890,0.831571,0.511532,0.279289,0.619519,0.450242,0.629297,0.459366,1.878933,
207,0.020721,0.049979,0.030614,0.111900,0.251936,0.019806,0.048798,0.028107,0.111389,0.255493,0.027300,0.066166,0.044204,0.143280,0.302665,0.026566,0.064453,0.041672,0.137726,0.301361,0.014990,0.034963,0.020469,0.081027,0.198313,0.015076,0.035187,0.020508,0.081909,0.202347,0.043874,0.097931,0.077754,0.201223,0.385956,0.043137,0.096375,0.076553,0.201080,0.386520,0.073327,0.176860,0.108333,0.395978,0.891521,1.000000,0.636473,0.224559,0.576411,1.000000,0.739009,0.746853,0.770758,0.112739,0.281324,8.286029,18.764447,31.957854,3.140358,0.637763,56.315647,0.048623,0.026485,0.022138,0.620842,0.327986,0.571256,0.677195,-2.867894,0.506736,2.187640,0.475409,43.472662,2.541743,0.348913,0.208151,0.394771,0.792182,0.497699,0.294149,0.574286,0.414888,0.599824,0.418991,2.102005,
208,0.062175,0.087693,0.076313,0.144617,0.198661,0.064941,0.091064,0.079498,0.147583,0.201019,0.073511,0.102937,0.089152,0.167893,0.224641,0.073456,0.102478,0.089020,0.166565,0.221466,0.048057,0.068583,0.059895,0.117474,0.170100,0.049286,0.071030,0.062653,0.121002,0.175766,0.083781,0.121638,0.106288,0.210012,0.271500,0.083740,0.121307,0.106415,0.210968,0.271194,0.222966,0.314478,0.273666,0.518611,0.712418,1.000000,0.910661,0.585141,0.878919,1.000000,0.379183,0.346350,0.482072,-0.506863,0.187169,1.664683,18.767333,5.175612,2.025268,0.445655,17.328846,0.036899,-0.007764,0.044663,3.035308,0.117740,0.148071,0.393545,-5.795408,0.201478,0.972394,0.136606,10.706833,0.864326,0.193934,0.274106,0.161730,0.449872,0.387917,0.337977,0.325547,0.233474,0.237410,0.235704,4.767701,
209,0.023222,0.059231,0.044277,0.140370,0.311724,0.022736,0.059448,0.037323,0.137177,0.316132,0.027029,0.067921,0.065837,0.168608,0.341478,0.026581,0.066589,0.065277,0.166428,0.339767,0.019914,0.050399,0.029429,0.115346,0.275633,0.020172,0.051208,0.028198,0.116211,0.278900,0.036626,0.088242,0.093908,0.222427,0.408605,0.036011,0.087280,0.093628,0.223083,0.409302,0.066245,0.168968,0.126308,0.400430,0.889249,1.000000,0.621215,0.264383,0.585853,1.000000,0.673213,0.708550,0.778060,0.149650,0.401098,7.331908,18.763284,27.134781,3.805345,0.641392,40.615365,0.050964,0.012198,0.038766,0.785196,0.291387,0.582705,0.681902,-2.230248,0.488934,2.046765,0.332348,30.843354,2.328075,0.408453,0.187791,0.384864,0.759445,0.478969,0.333240,0.602691,0.449363,0.562763,0.468119,2.090772,
210,0.055284,0.076752,0.073431,0.123327,0.173073,0.057526,0.079773,0.075928,0.126678,0.176544,0.062950,0.087265,0.082859,0.138781,0.190244,0.062195,0.086548,0.081146,0.137787,0.189209,0.045015,0.063218,0.059834,0.103823,0.151829,0.047546,0.066772,0.063385,0.108521,0.157211,0.076767,0.102188,0.104019,0.163427,0.220240,0.076630,0.101273,0.104309,0.162903,0.220291,0.226637,0.314644,0.301031,0.505577,0.709512,1.000000,0.905826,0.643127,0.858667,1.000000,0.313115,0.298303,0.475894,-0.516183,0.247430,1.405179,18.773049,5.500292,2.206118,0.502652,19.960514,0.024788,-0.022731,0.047520,1.175866,0.088113,0.140966,0.390393,-5.506931,0.205888,0.870947,0.044131,6.982145,0.757086,0.148664,0.268563,0.171469,0.408806,0.373791,0.357645,0.284184,0.201066,0.184841,0.199694,4.358850,
211,0.024789,0.067069,0.038128,0.143725,0.298770,0.024384,0.066498,0.035736,0.141418,0.300079,0.028912,0.079999,0.049160,0.171893,0.348050,0.028229,0.078644,0.045929,0.169830,0.343689,0.021014,0.054595,0.030375,0.118268,0.248680,0.021698,0.056656,0.031036,0.122971,0.255234,0.040868,0.107045,0.084412,0.219269,0.436651,0.041046,0.107254,0.082672,0.219177,0.433640,0.072631,0.196510,0.111712,0.421107,0.875384,1.000000,0.718976,0.235676,0.624143,1.000000,0.711889,0.727382,0.748675,0.091724,0.326527,7.155356,18.754270,26.163597,2.554038,0.596292,33.441541,0.071222,0.042632,0.028590,0.744203,0.361706,0.529901,0.634667,-2.610109,0.462613,2.081912,0.513822,26.130315,2.348380,0.420474,0.193076,0.352527,0.775540,0.516878,0.290045,0.603472,0.447101,0.648761,0.462704,2.329701,
212,0.021773,0.052652,0.033206,0.121595,0.264287,0.022003,0.053802,0.031982,0.121521,0.261932,0.025803,0.061912,0.043205,0.143764,0.304425,0.025055,0.060242,0.040543,0.139221,0.293549,0.017569,0.042202,0.025017,0.099642,0.227053,0.018082,0.043777,0.025604,0.104233,0.235748,0.036580,0.082153,0.079254,0.203491,0.404978,0.036026,0.082230,0.077347,0.208160,0.404663,0.072990,0.176507,0.111318,0.407628,0.885983,1.000000,0.638965,0.232161,0.597052,1.000000,0.719932,0.733131,0.765585,0.101849,0.314054,7.540802,18.763640,28.749105,3.169277,0.619060,45.757615,0.050325,0.025609,0.024715,0.646878,0.319081,0.562129,0.669573,-2.756556,0.483915,2.116199,0.444860,30.746820,2.412770,0.363092,0.204257,0.373539,0.780454,0.492769,0.302973,0.582259,0.422524,0.590275,0.431371,2.176318,
213,0.046862,0.071417,0.081027,0.135948,0.199224,0.047028,0.070984,0.081360,0.135681,0.196686,0.050835,0.077480,0.092230,0.147335,0.216122,0.049927,0.075806,0.090729,0.145432,0.214081,0.042607,0.065974,0.069566,0.124745,0.184637,0.043182,0.067230,0.070801,0.126801,0.186157,0.062510,0.095047,0.113388,0.174667,0.251272,0.062149,0.093414,0.112823,0.173569,0.251343,0.174603,0.266093,0.301899,0.506530,0.742289,1.000000,0.840672,0.658528,0.843699,1.000000,0.274644,0.317307,0.562795,-0.401780,0.411427,1.500777,18.777856,7.469717,3.191713,0.535285,20.817782,0.014945,-0.051631,0.066576,0.888302,0.057245,0.255111,0.472182,-3.085743,0.226520,0.910312,-0.114182,4.904607,0.797995,0.155212,0.235791,0.189094,0.425049,0.359576,0.404633,0.312015,0.223770,0.150805,0.227170,3.595555,
