treeID,meanSpectra475,meanSpectra560,meanSpectra668,meanSpectra717,meanSpectra842,medianSpectra475,medianSpectra560,medianSpectra668,medianSpectra717,medianSpectra842,meanSpectra_bright475,meanSpectra_bright560,meanSpectra_bright668,meanSpectra_bright717,meanSpectra_bright842,medianSpectra_bright475,medianSpectra_bright560,medianSpectra_bright668,medianSpectra_bright717,medianSpectra_bright842,meanSpectra_dark475,meanSpectra_dark560,meanSpectra_dark668,meanSpectra_dark717,meanSpectra_dark842,medianSpectra_dark475,medianSpectra_dark560,medianSpectra_dark668,medianSpectra_dark717,medianSpectra_dark842,meanSpectra_6max475,meanSpectra_6max560,meanSpectra_6max668,meanSpectra_6max717,meanSpectra_6max842,medianSpectra_6max475,medianSpectra_6max560,medianSpectra_6max668,medianSpectra_6max717,medianSpectra_6max842,meanSpectraNormalized475,meanSpectraNormalized560,meanSpectraNormalized668,meanSpectraNormalized717,meanSpectraNormalized842,continuumRemovedMeanSpectra475,continuumRemovedMeanSpectra560,continuumRemovedMeanSpectra668,continuumRemovedMeanSpectra717,continuumRemovedMeanSpectra842,ARVI,ARVI2,BNDVI,BWDRVI,CI,CIG,CIVE,CRI1,CVI,DATT1,DATT6,ExG,EXGR,ExR,EVI,GLI,GBNDVI,GNDVI1,IF,LCI,LogR,MGRVI,mSR,MSR1,MTVI1,NBlue,NDRE,NDVI,NGreen,NRed,OSAVI,RDVI1,RGBVI,SAVI,TCI,
288,0.025591,0.065744,0.047504,0.143665,0.289751,0.024780,0.064850,0.044739,0.143036,0.291229,0.030175,0.077810,0.061585,0.167630,0.322375,0.028992,0.076340,0.057373,0.165939,0.318207,0.022077,0.055192,0.036566,0.120394,0.254584,0.022400,0.056274,0.036957,0.122314,0.261200,0.042908,0.105713,0.103058,0.214727,0.404831,0.042145,0.104309,0.101608,0.215271,0.401901,0.076527,0.196599,0.142053,0.429610,0.866458,1.000000,0.717487,0.301284,0.642191,1.000000,0.623984,0.665112,0.743460,0.065555,0.429691,5.572305,18.759881,24.646820,3.200827,0.604502,33.042746,0.058393,0.017479,0.040914,0.760029,0.289157,0.522148,0.632469,-2.298029,0.437332,1.849145,0.328095,15.709652,1.993793,0.377291,0.187166,0.340503,0.722318,0.476745,0.336089,0.564097,0.416982,0.560248,0.432358,2.340376,
289,0.020758,0.049821,0.027055,0.108115,0.288444,0.020569,0.047333,0.026672,0.101807,0.275543,0.023765,0.062322,0.031748,0.135675,0.367000,0.023254,0.061539,0.030487,0.132477,0.365570,0.018023,0.039981,0.022700,0.086563,0.225368,0.018341,0.040405,0.023102,0.087021,0.222473,0.032644,0.081492,0.051610,0.175705,0.468333,0.032837,0.081253,0.051331,0.175262,0.466492,0.066129,0.158716,0.086188,0.344423,0.918902,1.000000,0.568219,0.174996,0.488052,1.000000,0.786138,0.780455,0.785616,0.148102,0.220210,9.840774,18.763030,28.252383,3.205897,0.689003,57.110210,0.051830,0.034711,0.017118,0.664944,0.341965,0.598608,0.702157,-3.207236,0.566016,2.349261,0.524299,70.858219,2.823550,0.411917,0.215638,0.451184,0.820901,0.506307,0.278055,0.623542,0.459022,0.609200,0.470904,1.881471,
290,0.067164,0.092841,0.084583,0.140447,0.202809,0.073120,0.096161,0.087433,0.141327,0.203125,0.082284,0.115280,0.106899,0.172386,0.238155,0.084885,0.117371,0.108856,0.171738,0.234680,0.047309,0.066847,0.059400,0.107340,0.167348,0.048492,0.068085,0.061035,0.108276,0.169479,0.088267,0.130239,0.122976,0.214539,0.292282,0.088257,0.130157,0.123077,0.212982,0.290848,0.235784,0.325925,0.296935,0.493049,0.711977,1.000000,0.918534,0.626602,0.831549,1.000000,0.348510,0.316619,0.467570,-0.518632,0.197899,1.572083,18.768366,4.988021,2.055328,0.530967,18.552182,0.033935,-0.017317,0.051252,1.259208,0.104082,0.132387,0.382842,-6.435568,0.227088,0.917170,0.103211,11.493143,0.813027,0.183129,0.274883,0.189166,0.424461,0.381460,0.343658,0.307889,0.222166,0.211883,0.224431,4.191874,
291,0.039984,0.061209,0.061279,0.106686,0.160192,0.040497,0.062653,0.062744,0.109894,0.163452,0.046795,0.070181,0.069522,0.118774,0.174338,0.045822,0.068970,0.067581,0.116791,0.172623,0.032641,0.050110,0.050596,0.089715,0.138944,0.034424,0.052994,0.053284,0.094727,0.145630,0.060720,0.092041,0.089859,0.145854,0.207255,0.060379,0.091766,0.089249,0.146652,0.206467,0.186134,0.284945,0.285268,0.496649,0.745736,1.000000,0.873973,0.612248,0.819776,1.000000,0.323579,0.346866,0.547143,-0.419416,0.349674,1.656790,18.775492,9.405662,2.696261,0.542693,26.384240,0.021156,-0.024650,0.045806,0.542794,0.094217,0.232198,0.451649,-3.744205,0.244500,0.972319,-0.003429,5.868181,0.863179,0.142328,0.245084,0.203066,0.450313,0.376731,0.378185,0.300180,0.210326,0.209368,0.205023,3.587772,
292,0.026393,0.057508,0.039701,0.122667,0.279316,0.025879,0.057465,0.037720,0.120087,0.277740,0.030902,0.065516,0.050104,0.142315,0.324128,0.029709,0.064484,0.046417,0.139069,0.320572,0.022602,0.049577,0.032775,0.106470,0.235801,0.023071,0.050278,0.033051,0.107773,0.237366,0.045080,0.082850,0.093725,0.182602,0.396505,0.043152,0.081528,0.092773,0.180344,0.396606,0.084034,0.183100,0.126404,0.390563,0.889323,1.000000,0.641653,0.259729,0.567679,1.000000,0.683841,0.697402,0.747522,0.029217,0.313868,6.391735,18.764005,21.441572,3.346247,0.651896,41.097954,0.048921,0.019733,0.029188,0.714449,0.273621,0.533853,0.656073,-2.962403,0.489381,1.969484,0.363516,24.967849,2.177070,0.372825,0.214508,0.388284,0.749916,0.468127,0.317365,0.575577,0.422228,0.520110,0.435304,2.105265,
293,0.023338,0.052907,0.038362,0.114004,0.253570,0.022614,0.051941,0.034729,0.110016,0.255524,0.027862,0.063319,0.051213,0.142446,0.303459,0.026855,0.060226,0.048004,0.138336,0.298874,0.019983,0.043800,0.030428,0.093745,0.201859,0.020386,0.045532,0.030853,0.095566,0.202179,0.041773,0.090739,0.088684,0.199895,0.385040,0.040939,0.090897,0.089386,0.197952,0.380722,0.081444,0.184634,0.133877,0.397852,0.884911,1.000000,0.654009,0.277076,0.581617,1.000000,0.657908,0.681602,0.746720,0.037094,0.360797,5.926896,18.766292,24.707432,3.475951,0.647884,45.267989,0.044113,0.013744,0.030369,0.638473,0.263837,0.532049,0.652476,-2.783382,0.477956,1.906670,0.320567,20.770170,2.078203,0.332589,0.207155,0.380007,0.736412,0.462839,0.330006,0.544781,0.395274,0.511966,0.402207,2.133794,
294,0.022078,0.058179,0.034794,0.130254,0.282253,0.021637,0.059082,0.031403,0.130737,0.285553,0.027475,0.071526,0.049823,0.160330,0.333191,0.026062,0.069122,0.045227,0.155243,0.329132,0.017169,0.043506,0.024652,0.099483,0.227701,0.017975,0.045197,0.025421,0.101929,0.232956,0.043182,0.103424,0.092524,0.226898,0.426097,0.043167,0.103165,0.092880,0.225311,0.420410,0.069226,0.182419,0.109098,0.408411,0.885002,1.000000,0.667786,0.228662,0.599672,1.000000,0.725661,0.740096,0.765634,0.129562,0.317136,8.104588,18.759589,30.691822,2.891427,0.617817,43.590015,0.059485,0.032851,0.026634,0.694803,0.350510,0.560816,0.662445,-2.672112,0.486752,2.162300,0.491308,45.333995,2.502637,0.392819,0.195490,0.374696,0.786407,0.511096,0.293414,0.596582,0.437869,0.632039,0.449398,2.195521,
295,0.015042,0.039866,0.019594,0.093453,0.256940,0.014832,0.040314,0.018433,0.092926,0.259460,0.017625,0.046916,0.025013,0.111349,0.307259,0.017181,0.045471,0.023346,0.108307,0.304169,0.012708,0.032316,0.015887,0.076300,0.203752,0.013062,0.033279,0.016220,0.078156,0.211258,0.027883,0.061529,0.049215,0.146261,0.397436,0.026962,0.060791,0.048584,0.143494,0.395844,0.054226,0.143714,0.070634,0.336887,0.926242,1.000000,0.527913,0.144083,0.475670,1.000000,0.827157,0.820449,0.810983,0.252881,0.208212,12.628758,18.766310,42.852117,3.173020,0.685701,73.023651,0.045096,0.032707,0.012389,0.574353,0.393241,0.641838,0.727900,-2.938162,0.587075,2.580779,0.607903,99.269736,3.266298,0.373404,0.203858,0.463389,0.855084,0.535363,0.260779,0.620521,0.447195,0.681466,0.451886,1.841933,
296,0.021367,0.049674,0.031017,0.111380,0.280137,0.020844,0.049133,0.028503,0.109253,0.272583,0.025802,0.059977,0.042654,0.137916,0.343744,0.024521,0.058487,0.039520,0.135254,0.334442,0.017588,0.039670,0.023632,0.087711,0.224139,0.017944,0.040710,0.023804,0.087738,0.229965,0.041194,0.080800,0.076223,0.182327,0.465780,0.041275,0.079803,0.075485,0.181061,0.464081,0.069407,0.161361,0.100756,0.361807,0.909994,1.000000,0.577210,0.205750,0.516979,1.000000,0.751441,0.756651,0.781282,0.130852,0.274525,8.640230,18.765142,28.185281,3.477293,0.676546,54.646487,0.046965,0.024907,0.022057,0.669446,0.314515,0.590860,0.696378,-2.968700,0.542099,2.231289,0.451876,45.120420,2.613512,0.387837,0.211741,0.430850,0.800556,0.490711,0.297548,0.604183,0.442888,0.577594,0.453551,1.933572,
297,0.072695,0.101495,0.087606,0.159947,0.225474,0.072601,0.102386,0.087708,0.161621,0.228210,0.084999,0.115733,0.101021,0.177579,0.243357,0.083679,0.113831,0.099365,0.175568,0.242157,0.060432,0.085428,0.073970,0.140050,0.204485,0.061829,0.087265,0.075348,0.142548,0.207611,0.104772,0.141373,0.125203,0.210220,0.282974,0.105103,0.140747,0.124817,0.209106,0.283417,0.230249,0.321466,0.277475,0.506603,0.714147,1.000000,0.915275,0.587624,0.854056,1.000000,0.378881,0.339831,0.471482,-0.518509,0.172110,1.624147,18.764205,4.212440,1.959760,0.476081,14.672698,0.042689,-0.007264,0.049953,2.382214,0.118356,0.134767,0.383547,-6.059771,0.212235,0.958089,0.145859,11.418736,0.848713,0.220198,0.276698,0.172348,0.444300,0.388212,0.335090,0.338783,0.246989,0.237876,0.254236,4.499157,
298,0.022955,0.066208,0.038890,0.141419,0.262044,0.023071,0.068024,0.038116,0.144073,0.265228,0.027103,0.080022,0.050615,0.173731,0.307986,0.026260,0.079987,0.047821,0.170959,0.302307,0.018766,0.049779,0.028224,0.104955,0.210538,0.019562,0.052811,0.029175,0.112503,0.227020,0.039124,0.103460,0.087423,0.234833,0.394196,0.037384,0.102921,0.086929,0.234543,0.393234,0.074440,0.214706,0.126116,0.458607,0.849785,1.000000,0.800320,0.272913,0.699152,1.000000,0.665541,0.692022,0.728090,0.062872,0.369775,6.191025,18.754659,29.354334,2.366406,0.549057,33.011379,0.070572,0.039080,0.031491,0.661488,0.361426,0.493090,0.600153,-2.481987,0.409671,1.944918,0.489447,15.067779,2.136475,0.363959,0.184351,0.307503,0.745318,0.517273,0.298376,0.554722,0.404438,0.651242,0.412510,2.653412,
299,0.072967,0.095942,0.094536,0.140734,0.187831,0.078491,0.100250,0.100830,0.145325,0.190460,0.084522,0.111261,0.109591,0.158969,0.207707,0.084625,0.110153,0.109650,0.157333,0.206116,0.055251,0.075825,0.073258,0.116143,0.164036,0.056610,0.078217,0.075546,0.118835,0.167908,0.096786,0.131963,0.126582,0.191259,0.239878,0.096771,0.132370,0.126923,0.191727,0.237747,0.260341,0.342315,0.337301,0.502135,0.670172,1.000000,0.943539,0.724979,0.884484,1.000000,0.243786,0.214905,0.411097,-0.581231,0.229048,1.045790,18.772258,3.685941,1.977006,0.507871,15.164401,0.024380,-0.035004,0.059384,-0.677814,0.069222,0.062077,0.330419,-6.737602,0.171579,0.705894,0.016734,5.955232,0.593297,0.136536,0.276224,0.146924,0.337525,0.364956,0.358820,0.245980,0.176693,0.146189,0.178867,5.095969,
300,0.023432,0.055562,0.035241,0.123712,0.286475,0.023163,0.057831,0.032196,0.128052,0.304016,0.028939,0.068154,0.050838,0.155819,0.349038,0.027557,0.066437,0.046051,0.153137,0.345306,0.018389,0.040388,0.024858,0.087479,0.203767,0.018906,0.043228,0.025238,0.092377,0.208084,0.043828,0.094248,0.096293,0.218567,0.452805,0.042877,0.093369,0.099136,0.218277,0.451187,0.073277,0.173758,0.110210,0.386882,0.895888,1.000000,0.622947,0.227432,0.560507,1.000000,0.726461,0.734381,0.765320,0.094616,0.279896,8.003696,18.762612,26.269536,3.239509,0.651337,49.082442,0.052451,0.026545,0.025906,0.709203,0.313044,0.563274,0.674076,-2.964482,0.509777,2.143547,0.440630,56.741399,2.476311,0.393477,0.209981,0.400873,0.781522,0.490475,0.299544,0.591928,0.437800,0.573819,0.448794,2.060983,
301,0.055976,0.077989,0.074426,0.123325,0.169349,0.056763,0.078979,0.075378,0.124176,0.168976,0.061622,0.085734,0.082222,0.134046,0.181865,0.061218,0.084641,0.081070,0.132553,0.180145,0.049216,0.069191,0.065336,0.111306,0.157275,0.050690,0.071075,0.067352,0.114105,0.159988,0.071711,0.101552,0.096675,0.156809,0.207047,0.071564,0.101929,0.096588,0.156708,0.205902,0.231149,0.322050,0.307338,0.509265,0.699319,1.000000,0.924922,0.660611,0.874611,1.000000,0.294691,0.278245,0.460206,-0.532238,0.246760,1.301716,18.772665,5.200566,2.091361,0.485387,18.178773,0.025575,-0.022645,0.048221,0.907814,0.089668,0.119470,0.371450,-5.486991,0.190513,0.829229,0.047767,6.513469,0.713586,0.142247,0.268503,0.158662,0.391662,0.374488,0.357009,0.272913,0.192541,0.187781,0.191325,4.659336,
302,0.027208,0.054190,0.036118,0.113173,0.240220,0.025177,0.054169,0.034607,0.113770,0.236511,0.036343,0.065763,0.047343,0.134725,0.287589,0.033325,0.064529,0.044708,0.132187,0.281219,0.021125,0.042656,0.027163,0.091124,0.196848,0.021881,0.043823,0.028137,0.092163,0.200500,0.067841,0.097839,0.072891,0.173355,0.372920,0.066772,0.096558,0.071732,0.172211,0.373383,0.099022,0.197225,0.131450,0.411893,0.874278,1.000000,0.673502,0.270111,0.605313,1.000000,0.686538,0.683205,0.721642,-0.043334,0.234289,6.258212,18.765661,21.554200,2.961155,0.621647,43.095210,0.045056,0.021699,0.023357,0.639016,0.270644,0.493726,0.631289,-3.524030,0.459547,1.929922,0.394813,25.136992,2.128235,0.322101,0.229448,0.359262,0.737782,0.466760,0.303792,0.535777,0.385585,0.506597,0.389700,2.277027,
303,0.062198,0.082015,0.086241,0.127663,0.166899,0.064331,0.084290,0.087036,0.129913,0.168518,0.069760,0.091621,0.100297,0.140859,0.181915,0.069672,0.091675,0.099426,0.140167,0.181061,0.052202,0.069812,0.070788,0.112174,0.149503,0.054169,0.072220,0.073227,0.114822,0.152344,0.082235,0.107168,0.120366,0.160756,0.213343,0.082764,0.106506,0.120560,0.160248,0.212463,0.249421,0.328890,0.345834,0.511940,0.669281,1.000000,0.928056,0.752875,0.907188,1.000000,0.213683,0.199808,0.423336,-0.572987,0.271638,0.983669,18.776723,4.092225,2.145400,0.488686,16.629833,0.015592,-0.042947,0.058539,-2.599454,0.052406,0.076749,0.343851,-5.985491,0.157370,0.676372,-0.041273,5.013366,0.564457,0.109556,0.270339,0.134596,0.324623,0.357157,0.372504,0.227728,0.161324,0.117616,0.160801,5.233294,
304,0.033347,0.068814,0.046855,0.134041,0.240296,0.031494,0.067688,0.045074,0.129700,0.234589,0.043922,0.083347,0.060336,0.161479,0.284251,0.041595,0.081711,0.058044,0.156525,0.272018,0.025712,0.055767,0.035741,0.112010,0.204298,0.026306,0.056213,0.035980,0.112534,0.204132,0.071950,0.116038,0.094961,0.218892,0.404190,0.072723,0.115158,0.094452,0.219193,0.408279,0.115227,0.237783,0.161905,0.463169,0.830327,1.000000,0.808782,0.342455,0.710871,1.000000,0.603511,0.608976,0.667592,-0.141167,0.281250,4.502410,18.759876,18.058254,2.382848,0.549297,28.271751,0.057427,0.025176,0.032251,0.729665,0.270754,0.404004,0.555039,-3.371380,0.371437,1.664423,0.376116,20.616444,1.730074,0.312812,0.221999,0.284743,0.674338,0.466830,0.311171,0.497342,0.359272,0.509569,0.365167,2.834524,
305,0.057642,0.078098,0.075833,0.125500,0.174511,0.060486,0.081573,0.078400,0.130981,0.180145,0.066883,0.090224,0.087325,0.142987,0.196041,0.066467,0.089340,0.086182,0.141388,0.194244,0.044316,0.061302,0.060940,0.100784,0.144687,0.046478,0.063995,0.063232,0.103699,0.147614,0.080165,0.108663,0.105723,0.171631,0.233637,0.079956,0.108383,0.105789,0.171310,0.232452,0.232669,0.315239,0.306094,0.506572,0.704401,1.000000,0.899137,0.653300,0.863768,1.000000,0.301940,0.284528,0.467079,-0.528631,0.243250,1.328836,18.773830,5.041298,2.223055,0.501024,19.335351,0.022722,-0.025802,0.048524,1.612628,0.077815,0.131163,0.386177,-5.906338,0.198784,0.841697,0.025670,6.971183,0.726030,0.145631,0.271324,0.166086,0.397033,0.368959,0.359717,0.277532,0.196967,0.164725,0.196095,4.411905,
306,0.047596,0.066804,0.072156,0.117761,0.169258,0.046021,0.066406,0.074066,0.119202,0.171417,0.058140,0.078607,0.083125,0.132295,0.187790,0.054108,0.074249,0.081589,0.129761,0.185181,0.038788,0.055565,0.059531,0.101033,0.148885,0.039917,0.056229,0.060791,0.102295,0.150375,0.085236,0.108882,0.098821,0.167323,0.233749,0.085098,0.108963,0.098846,0.167831,0.232864,0.203972,0.286286,0.309222,0.504661,0.725351,1.000000,0.856333,0.665478,0.848161,1.000000,0.277264,0.295152,0.520309,-0.463355,0.342772,1.383323,18.778291,6.757727,2.850525,0.531129,22.889110,0.013856,-0.039566,0.053422,0.555257,0.054196,0.201338,0.438771,-4.503870,0.215601,0.863784,-0.079704,5.449330,0.749046,0.131478,0.253123,0.181203,0.406113,0.358045,0.388831,0.280529,0.197960,0.132499,0.196003,3.867417,
307,0.026140,0.057661,0.037967,0.126814,0.286641,0.025818,0.056519,0.035583,0.122345,0.282990,0.029984,0.067600,0.048481,0.152257,0.338832,0.029190,0.066345,0.044632,0.148163,0.331711,0.022598,0.048911,0.031109,0.105279,0.237267,0.022919,0.049850,0.031616,0.105408,0.237427,0.041372,0.085612,0.091141,0.199188,0.423915,0.040955,0.085510,0.090317,0.198456,0.422684,0.081177,0.179062,0.117904,0.393812,0.890145,1.000000,0.631793,0.242771,0.572481,1.000000,0.706845,0.715052,0.753620,0.042990,0.287116,6.902184,18.763008,21.463825,3.250886,0.643859,41.231567,0.051214,0.024201,0.027014,0.724102,0.287085,0.543732,0.663467,-3.049272,0.492739,2.038710,0.401341,31.512832,2.285664,0.388813,0.216742,0.387267,0.765002,0.475396,0.307863,0.589386,0.433961,0.537686,0.447771,2.104781,
308,0.075713,0.098983,0.098506,0.152673,0.202970,0.077637,0.101715,0.100159,0.156097,0.206696,0.082704,0.107643,0.108082,0.164894,0.217859,0.082367,0.106934,0.107697,0.164246,0.216507,0.066220,0.086578,0.087042,0.135399,0.182890,0.067902,0.089325,0.089355,0.138275,0.186768,0.091726,0.121267,0.119492,0.186325,0.247381,0.091721,0.120911,0.119400,0.184998,0.247589,0.252742,0.330424,0.328831,0.509647,0.677548,1.000000,0.920544,0.706942,0.892011,1.000000,0.253431,0.226746,0.422560,-0.575468,0.230780,1.073857,18.772386,3.192726,2.053061,0.483283,13.765873,0.023748,-0.038448,0.062196,23.459737,0.063873,0.076504,0.345620,-6.657979,0.167578,0.726528,0.005107,5.986330,0.610795,0.151172,0.276985,0.142053,0.347646,0.362413,0.360602,0.262299,0.190236,0.135855,0.195124,5.060573,
309,0.022578,0.056029,0.036919,0.127396,0.275133,0.022400,0.056458,0.035645,0.125854,0.277679,0.026813,0.068275,0.048750,0.158471,0.329691,0.025696,0.066940,0.044785,0.157227,0.322968,0.018572,0.043335,0.027357,0.097416,0.217839,0.019165,0.044220,0.027832,0.097870,0.217987,0.042928,0.090352,0.095123,0.212880,0.424408,0.042465,0.090927,0.092041,0.212784,0.424484,0.072516,0.179953,0.118578,0.409170,0.883673,1.000000,0.653650,0.248022,0.600939,1.000000,0.694106,0.714791,0.760436,0.097024,0.351385,7.007585,18.762613,27.580774,3.250423,0.624027,43.585222,0.052560,0.023451,0.029109,0.679438,0.308074,0.553640,0.662234,-2.684503,0.477931,2.044808,0.404499,25.927504,2.300559,0.372839,0.199341,0.371564,0.764779,0.487196,0.313463,0.578008,0.423581,0.575701,0.434116,2.183313,
310,0.067144,0.086902,0.100198,0.136476,0.177764,0.069550,0.089264,0.102081,0.139160,0.180206,0.075254,0.097768,0.115898,0.152691,0.197536,0.074646,0.096588,0.112717,0.151215,0.195557,0.055833,0.072914,0.082825,0.116677,0.155158,0.057419,0.074631,0.084686,0.118561,0.157196,0.084986,0.116160,0.144307,0.179662,0.235433,0.084991,0.115494,0.144241,0.178528,0.232910,0.249665,0.323135,0.372573,0.507470,0.660995,1.000000,0.916702,0.818247,0.909178,1.000000,0.150954,0.152027,0.419727,-0.578938,0.323504,0.801737,18.780477,3.533535,2.368778,0.534421,15.624507,0.006463,-0.066670,0.073133,-0.626024,0.020445,0.074032,0.345353,-5.631753,0.150394,0.584729,-0.134502,3.637436,0.476776,0.090956,0.264628,0.132700,0.283784,0.342574,0.392799,0.206192,0.147814,0.061019,0.149452,5.068776,
311,0.068288,0.092075,0.080786,0.143745,0.188397,0.072052,0.093628,0.082672,0.145691,0.188721,0.075824,0.105355,0.091065,0.164732,0.214793,0.076538,0.104767,0.092590,0.165070,0.214508,0.057046,0.076489,0.068235,0.121268,0.161566,0.057449,0.077744,0.069687,0.121857,0.163193,0.080261,0.122640,0.098073,0.192835,0.251882,0.080246,0.122330,0.098053,0.192398,0.250885,0.247997,0.334381,0.293382,0.522024,0.684182,1.000000,0.936530,0.629455,0.907653,1.000000,0.338773,0.287743,0.428305,-0.567254,0.152352,1.337439,18.767799,3.791333,1.819371,0.417690,14.881186,0.035076,-0.009735,0.044812,2.450829,0.102906,0.081293,0.345147,-7.028979,0.166814,0.847426,0.125990,11.993503,0.731076,0.172571,0.283798,0.135466,0.399780,0.380808,0.335394,0.288890,0.206671,0.206987,0.208512,5.534819,
312,0.052513,0.073289,0.068515,0.122104,0.173854,0.053497,0.073792,0.068573,0.122192,0.173187,0.060285,0.084782,0.080758,0.139216,0.194316,0.059891,0.083893,0.079865,0.139389,0.193451,0.043452,0.061060,0.056233,0.104823,0.153854,0.044312,0.061890,0.056870,0.106842,0.156036,0.068080,0.103378,0.096639,0.166519,0.228923,0.068069,0.102921,0.096451,0.166092,0.228653,0.218129,0.304425,0.284597,0.507192,0.722153,1.000000,0.884610,0.605344,0.850784,1.000000,0.352763,0.333979,0.493918,-0.498278,0.228268,1.588123,18.772866,5.625599,2.246101,0.493239,20.495077,0.025549,-0.017859,0.043408,0.865984,0.096181,0.164775,0.410515,-5.635229,0.216529,0.945219,0.070902,8.787340,0.834630,0.159135,0.270627,0.177095,0.439298,0.377623,0.351750,0.303770,0.214431,0.199005,0.212406,4.166732,
313,0.019298,0.048667,0.029631,0.112489,0.265238,0.018707,0.046326,0.027039,0.106018,0.256012,0.023142,0.063129,0.041221,0.146566,0.323844,0.022324,0.060516,0.037689,0.137985,0.311264,0.016022,0.037945,0.021649,0.086712,0.217240,0.016083,0.037857,0.021820,0.087708,0.224854,0.034114,0.087468,0.084183,0.203842,0.430735,0.033936,0.086487,0.083450,0.202148,0.429123,0.065567,0.165356,0.100677,0.382202,0.901191,1.000000,0.602448,0.208278,0.552087,1.000000,0.748337,0.758462,0.782938,0.153256,0.298869,8.666875,18.764621,31.944189,3.330967,0.653181,55.377640,0.048406,0.026220,0.022186,0.629656,0.331242,0.592162,0.692323,-2.807508,0.524402,2.236733,0.470404,38.051737,2.620834,0.368970,0.203454,0.410813,0.802104,0.499839,0.296707,0.593487,0.431219,0.605900,0.438655,2.011678,
314,0.074846,0.099439,0.119387,0.164831,0.221075,0.075958,0.099731,0.121185,0.165039,0.221405,0.081805,0.110100,0.133476,0.180374,0.238380,0.081497,0.108810,0.131775,0.178619,0.236389,0.066623,0.088243,0.103487,0.149136,0.202902,0.068817,0.090363,0.107330,0.152557,0.206940,0.099731,0.136154,0.165370,0.218302,0.281245,0.099258,0.135040,0.168442,0.217514,0.281723,0.230119,0.305733,0.367062,0.506785,0.679711,1.000000,0.892608,0.806882,0.893309,1.000000,0.154087,0.173264,0.457504,-0.542062,0.368133,0.876100,18.780859,3.362333,2.693045,0.555569,13.898133,0.004646,-0.087649,0.092295,1.274917,0.012239,0.120390,0.381301,-4.634346,0.166737,0.624662,-0.176449,3.492927,0.514030,0.115314,0.255402,0.146827,0.301935,0.338919,0.405678,0.236522,0.174846,0.051622,0.181546,4.491493,
315,0.024784,0.058836,0.039158,0.126449,0.250529,0.023834,0.056396,0.034576,0.120789,0.244415,0.030157,0.073510,0.055202,0.158440,0.294113,0.029221,0.070770,0.050629,0.151794,0.285767,0.020720,0.047437,0.029456,0.101925,0.211652,0.021149,0.047363,0.029602,0.101288,0.215576,0.043803,0.108439,0.099309,0.224050,0.390696,0.042923,0.107635,0.096848,0.223831,0.389847,0.085329,0.202567,0.134818,0.435350,0.862543,1.000000,0.724404,0.284464,0.651488,1.000000,0.661903,0.680292,0.730309,0.009056,0.325108,5.988751,18.761976,24.380298,2.829669,0.591194,37.550384,0.053730,0.023693,0.030037,0.653236,0.300386,0.501725,0.623033,-2.792885,0.435480,1.907738,0.403151,22.658295,2.084595,0.335071,0.205785,0.335204,0.735292,0.482842,0.311373,0.542482,0.392074,0.562410,0.398560,2.410840,
316,0.021021,0.045158,0.029072,0.101094,0.251031,0.020721,0.043823,0.028259,0.095581,0.239777,0.024776,0.055766,0.036255,0.128370,0.311300,0.024139,0.053436,0.034149,0.121399,0.299835,0.017606,0.036179,0.023149,0.080323,0.203274,0.017914,0.037216,0.023788,0.082611,0.209946,0.032562,0.083995,0.060145,0.192897,0.442093,0.032501,0.083374,0.058838,0.193100,0.441833,0.075972,0.163200,0.105065,0.365356,0.907232,1.000000,0.575081,0.213720,0.522372,1.000000,0.742998,0.744881,0.774231,0.082369,0.259006,7.871761,18.768130,25.969696,3.619771,0.678893,60.768772,0.040222,0.020543,0.019679,0.603970,0.282592,0.579832,0.694761,-3.242598,0.536890,2.162182,0.410394,34.581283,2.484431,0.344716,0.223691,0.428511,0.790496,0.472638,0.303671,0.575446,0.415500,0.528857,0.420149,1.930598,
317,0.062263,0.081467,0.087826,0.127068,0.169454,0.062958,0.082214,0.088776,0.128448,0.171112,0.066623,0.086628,0.095375,0.134210,0.177577,0.065735,0.086029,0.094330,0.133026,0.176392,0.056868,0.075247,0.078669,0.118291,0.159269,0.057922,0.076965,0.080505,0.120300,0.161224,0.077606,0.096949,0.112172,0.148499,0.195155,0.077087,0.097092,0.112335,0.148148,0.193665,0.247888,0.324346,0.349663,0.505900,0.674649,1.000000,0.914738,0.758047,0.890733,1.000000,0.201497,0.193292,0.427741,-0.570772,0.287961,0.947757,18.777930,3.846602,2.245098,0.521723,16.566721,0.012845,-0.047848,0.060694,0.293930,0.041944,0.083102,0.351288,-5.953949,0.165437,0.662511,-0.071419,4.456886,0.549615,0.107624,0.269048,0.143374,0.319053,0.352322,0.378630,0.227330,0.161242,0.098420,0.161748,4.840750,
