treeID,ARVI,ARVI2,BNDVI,BWDRVI,CI,CIG,CIVE,CRI1,CVI,DATT1,DATT6,ExG,EXGR,ExR,EVI,GLI,GBNDVI,GNDVI1,IF,LCI,LogR,MGRVI,mSR,MSR1,MTVI1,NBlue,NDRE,NDVI,NGreen,NRed,OSAVI,RDVI1,RGBVI,SAVI,TCI
408,0.775625,0.778440,0.791471,0.168357,0.264182,9.495434,18.762162,29.740104,3.389352,0.677560,58.969865,0.053762,0.033169,0.020593,0.700506,0.338376,0.607389,0.705878,-2.954310,0.555248,2.328425,0.501180,47.926038,2.776797,0.421630,0.209155,0.439636,0.819180,0.503836,0.287010,0.625451,0.463532,0.610300,0.476047,1.906679
409,0.762678,0.770086,0.788080,0.170241,0.295127,9.220541,18.759589,26.604985,3.292563,0.661718,44.367906,0.059316,0.035377,0.023939,0.779373,0.342140,0.601434,0.699445,-2.816487,0.537571,2.293303,0.494264,32.801236,2.720157,0.465940,0.203293,0.421934,0.812039,0.505992,0.290715,0.650690,0.489114,0.617031,0.510514,1.965925
410,0.766826,0.768590,0.788085,0.146120,0.255121,9.163065,18.763907,26.926655,3.540858,0.683625,59.850673,0.049737,0.028096,0.021641,0.700080,0.316273,0.602881,0.706759,-3.133111,0.554572,2.286548,0.465966,51.837241,2.708852,0.413050,0.215101,0.441821,0.810761,0.491574,0.293324,0.618895,0.458432,0.579054,0.471088,1.892456
411,0.684159,0.710156,0.766066,0.106234,0.362660,7.143279,18.760184,23.682083,3.426020,0.640387,37.641676,0.057593,0.020586,0.037007,0.844195,0.298648,0.562642,0.669188,-2.508498,0.487496,2.040377,0.374332,26.418542,2.306681,0.431121,0.197146,0.382682,0.760817,0.482382,0.320472,0.609102,0.458065,0.564078,0.477865,2.111518
412,0.776759,0.778536,0.799000,0.166087,0.260981,9.553003,18.765865,27.398030,3.875931,0.691988,60.998425,0.045297,0.024890,0.020408,0.706532,0.306420,0.622253,0.723351,-3.092839,0.567358,2.330335,0.451037,45.257449,2.782493,0.416487,0.217595,0.453502,0.819261,0.485584,0.296821,0.632796,0.467017,0.566280,0.482174,1.838269
413,0.594490,0.630171,0.728895,-0.021939,0.395203,4.798397,18.766235,19.686022,3.602439,0.603040,35.436725,0.043627,0.001089,0.042538,0.761300,0.223084,0.502197,0.632395,-2.612513,0.418103,1.726584,0.221060,16.364076,1.812765,0.335025,0.207117,0.328104,0.692453,0.441262,0.351622,0.527518,0.388151,0.454238,0.398693,2.361704
414,0.702103,0.728070,0.775831,0.144938,0.367734,7.644325,18.761900,29.209995,3.411058,0.631219,45.476767,0.054234,0.022141,0.032093,0.730467,0.316561,0.578518,0.678015,-2.478226,0.491055,2.108874,0.407006,30.616214,2.413406,0.397012,0.192789,0.382759,0.776129,0.491841,0.315370,0.597637,0.441791,0.593213,0.455402,2.126552
415,0.689744,0.700072,0.722629,0.024538,0.297204,6.621733,18.758468,30.193342,2.312091,0.543511,38.608562,0.061881,0.037178,0.024703,0.600803,0.354002,0.487267,0.603472,-2.823504,0.410608,1.987849,0.514078,23.412197,2.213288,0.329867,0.200250,0.306797,0.752198,0.512814,0.286936,0.537865,0.386150,0.633107,0.387967,2.685468
416,0.697338,0.706732,0.748244,0.033594,0.285363,6.793506,18.763349,22.670876,3.168138,0.639410,44.192148,0.050554,0.022885,0.027669,0.694145,0.288144,0.534341,0.654980,-3.045639,0.485719,2.013937,0.401226,41.041089,2.253082,0.363805,0.215793,0.382206,0.757891,0.476070,0.308136,0.570432,0.416540,0.540670,0.426293,2.153844
417,0.751832,0.747868,0.761718,0.077740,0.223385,8.355542,18.761303,24.704098,2.976358,0.648558,48.746716,0.055399,0.034456,0.020943,0.692065,0.325244,0.557694,0.672008,-3.250528,0.514843,2.194566,0.493523,50.268582,2.554472,0.402731,0.218505,0.402941,0.793050,0.496811,0.284683,0.597613,0.442475,0.587301,0.452335,2.067858
418,0.719767,0.742491,0.775015,0.163868,0.370218,7.957531,18.756218,28.312778,3.070527,0.612397,36.821416,0.066926,0.035223,0.031703,0.808635,0.350230,0.576185,0.671754,-2.454620,0.483302,2.161188,0.470891,25.149222,2.490353,0.456402,0.187200,0.370609,0.788454,0.510774,0.302026,0.630223,0.474641,0.635770,0.494579,2.191105
419,0.795509,0.796476,0.800034,0.210458,0.239337,10.942272,18.761673,32.994956,3.202797,0.669216,56.877091,0.055038,0.035919,0.019119,0.697329,0.369824,0.621586,0.712607,-2.834819,0.559114,2.440346,0.553815,46.417528,2.997562,0.429960,0.203492,0.438805,0.834595,0.521854,0.274654,0.642100,0.474093,0.653866,0.488736,1.916520
420,0.725160,0.738479,0.769295,0.122129,0.313704,7.933733,18.758666,26.352592,3.175344,0.630731,42.584504,0.061214,0.031234,0.029980,0.796099,0.327361,0.568458,0.673099,-2.768135,0.495841,2.149302,0.453879,37.001540,2.476266,0.437035,0.201224,0.384920,0.785025,0.497992,0.300784,0.616568,0.462677,0.600412,0.479373,2.128157
421,0.646797,0.670604,0.708194,0.013374,0.362024,5.743252,18.750395,24.555379,2.175112,0.499974,25.343602,0.079804,0.047039,0.032765,0.715181,0.357508,0.460948,0.576629,-2.592712,0.363518,1.872584,0.489424,17.532640,2.030991,0.388939,0.188436,0.266562,0.727012,0.515537,0.296027,0.556699,0.410587,0.637704,0.422642,2.986843
422,0.723324,0.737314,0.782646,0.116089,0.322431,7.676046,18.765850,23.699568,4.008779,0.678268,50.221936,0.044992,0.017386,0.027606,0.749191,0.271704,0.594001,0.702940,-2.897873,0.532237,2.133683,0.356140,17.658633,2.440848,0.410279,0.213335,0.425349,0.784029,0.466841,0.319824,0.614121,0.455823,0.519595,0.472782,1.921728
423,0.830794,0.825440,0.813703,0.270171,0.222869,12.764848,18.755468,30.495233,3.076221,0.696241,51.875181,0.068940,0.050793,0.018147,0.830754,0.405462,0.645964,0.728967,-2.891427,0.598689,2.601882,0.624627,68.947695,3.298971,0.558001,0.199406,0.475125,0.859350,0.542425,0.258168,0.705681,0.545964,0.697194,0.571063,1.806675
424,0.811952,0.814610,0.811982,0.271237,0.267460,12.043709,18.754448,31.229014,3.154074,0.630250,43.732936,0.071144,0.049041,0.022103,0.861335,0.399413,0.642029,0.723641,-2.704833,0.536126,2.540283,0.595265,60.288435,3.182430,0.554546,0.193333,0.408516,0.850094,0.538994,0.267673,0.702120,0.542624,0.692187,0.568812,2.011834
425,0.806725,0.810435,0.820812,0.261871,0.276333,11.518919,18.762273,30.885906,3.895251,0.707925,61.591281,0.053593,0.032868,0.020725,0.786184,0.349580,0.659308,0.744347,-2.817302,0.599519,2.506717,0.514656,48.565688,3.109999,0.494202,0.204154,0.481125,0.846525,0.509822,0.286024,0.681811,0.516323,0.629665,0.538925,1.755984
426,0.701704,0.721825,0.757033,0.107790,0.350923,7.198189,18.756454,26.821269,2.890200,0.595784,35.922489,0.066234,0.034329,0.031905,0.776934,0.338054,0.545901,0.650637,-2.627516,0.459858,2.070702,0.460970,24.412688,2.340670,0.424208,0.193604,0.351058,0.770791,0.503726,0.302671,0.603642,0.450350,0.618276,0.466496,2.308762
427,0.716735,0.732699,0.753278,0.112451,0.328923,7.596173,18.750493,24.647159,2.556058,0.590321,29.516021,0.079504,0.047772,0.031732,0.850246,0.369399,0.537964,0.639923,-2.583211,0.460779,2.118323,0.521595,23.814462,2.419363,0.476091,0.190250,0.349321,0.780085,0.521715,0.288036,0.632005,0.478300,0.657298,0.500558,2.343834
428,0.722605,0.737697,0.769876,0.125546,0.322582,7.902393,18.760649,28.810130,3.201832,0.625432,48.259526,0.057051,0.029674,0.027377,0.703457,0.326832,0.569186,0.672916,-2.773299,0.491787,2.145386,0.452437,24.070754,2.469715,0.397277,0.200594,0.381282,0.784356,0.497514,0.301892,0.595774,0.439888,0.600291,0.451077,2.157686
429,0.707164,0.725214,0.759275,0.098237,0.338174,7.126833,18.750967,20.150109,2.961029,0.605859,28.814729,0.077939,0.040432,0.037508,0.988046,0.330298,0.549772,0.655857,-2.632538,0.469143,2.075313,0.454591,25.452394,2.339673,0.520297,0.197860,0.359834,0.773687,0.498961,0.303179,0.647195,0.502061,0.608201,0.528395,2.250979
430,0.515581,0.564771,0.689959,-0.091545,0.440868,3.656022,18.756685,14.698166,3.060063,0.526496,20.309136,0.063940,0.001610,0.062329,1.122687,0.224750,0.435650,0.573615,-2.373707,0.335963,1.517342,0.200363,10.172444,1.519839,0.386252,0.198253,0.258507,0.636557,0.441998,0.359749,0.522759,0.398885,0.462291,0.418838,2.932484
431,0.652017,0.664966,0.722290,-0.027863,0.302077,5.848800,18.761192,20.041568,3.003811,0.601286,34.807999,0.054703,0.020238,0.034465,0.810086,0.271053,0.492211,0.623861,-3.029126,0.435815,1.864899,0.359594,21.211259,2.031919,0.373809,0.216158,0.338649,0.722193,0.467107,0.316735,0.556414,0.411788,0.514168,0.424719,2.382685
432,0.736413,0.749623,0.776673,0.140306,0.315637,8.308450,18.759172,27.331032,3.200812,0.641782,43.733951,0.060154,0.032519,0.027635,0.779734,0.334355,0.580725,0.681688,-2.696241,0.510722,2.195986,0.470266,33.687588,2.552005,0.437755,0.200682,0.398133,0.794549,0.501386,0.297932,0.625321,0.467134,0.611055,0.484770,2.070884
433,0.736413,0.749623,0.776673,0.140306,0.315637,8.308450,18.759172,27.331032,3.200812,0.641782,43.733951,0.060154,0.032519,0.027635,0.779734,0.334355,0.580725,0.681688,-2.696241,0.510722,2.195986,0.470266,33.687588,2.552005,0.437755,0.200682,0.398133,0.794549,0.501386,0.297932,0.625321,0.467134,0.611055,0.484770,2.070884
434,0.561791,0.596159,0.699524,-0.085985,0.389310,4.157197,18.766413,19.528823,3.184446,0.545702,31.441944,0.043294,0.004356,0.038938,0.647692,0.224100,0.454033,0.595074,-2.717950,0.362136,1.614422,0.228225,13.050202,1.653011,0.289900,0.209366,0.278223,0.663384,0.442056,0.348579,0.486025,0.351207,0.450225,0.355928,2.730479
435,0.758534,0.761799,0.779309,0.139659,0.268871,9.095375,18.760608,28.373174,3.260238,0.653420,51.633784,0.056921,0.033968,0.022953,0.751877,0.333651,0.587505,0.691145,-2.973382,0.527343,2.265783,0.491435,41.085787,2.682552,0.432388,0.209651,0.413150,0.804957,0.501188,0.289161,0.625540,0.466008,0.603461,0.481705,2.021913
436,0.650614,0.680776,0.746816,0.054353,0.383422,6.002457,18.754883,19.513042,3.261231,0.591725,30.000345,0.068863,0.023141,0.045722,1.010775,0.284192,0.529776,0.644180,-2.562773,0.436464,1.908175,0.345480,20.091920,2.085432,0.471074,0.198244,0.336437,0.735706,0.473787,0.327969,0.606695,0.468312,0.546225,0.491021,2.362627
437,0.717727,0.735827,0.773008,0.126736,0.344339,7.596793,18.757823,23.609684,3.330997,0.650715,38.313753,0.062951,0.031132,0.031819,0.846829,0.317598,0.574638,0.678117,-2.642039,0.509684,2.126048,0.428149,26.300598,2.427106,0.467536,0.199511,0.400435,0.782758,0.492108,0.308381,0.634297,0.481173,0.588901,0.503357,2.048663
438,0.734096,0.748127,0.773225,0.137279,0.324021,8.004573,18.759868,28.257985,3.070231,0.629152,41.991895,0.058780,0.032768,0.026012,0.720324,0.341097,0.574109,0.674922,-2.674420,0.499425,2.177284,0.479689,31.028030,2.509958,0.413896,0.198077,0.386169,0.793271,0.505132,0.296791,0.614428,0.453687,0.620877,0.468885,2.119683
439,0.671533,0.696640,0.750587,0.065771,0.365632,6.298824,18.762496,26.005575,3.183455,0.612456,40.269756,0.052722,0.021267,0.031455,0.681249,0.298561,0.535777,0.647894,-2.588189,0.459395,1.962251,0.382032,21.409492,2.162346,0.360465,0.198882,0.356395,0.749265,0.481628,0.319490,0.563476,0.412164,0.565146,0.421718,2.258557
440,0.770779,0.777163,0.794986,0.178312,0.286310,9.325834,18.760003,26.639152,3.529910,0.684671,51.698356,0.058384,0.034511,0.023873,0.792467,0.332671,0.613414,0.710215,-2.847637,0.560247,2.317098,0.481311,44.240902,2.752551,0.474537,0.206517,0.445758,0.818088,0.500448,0.293035,0.651963,0.493528,0.605322,0.513171,1.878371
441,0.553686,0.602602,0.717234,-0.025278,0.444003,4.354188,18.760820,18.808727,3.339021,0.571572,27.706224,0.055502,0.002231,0.053270,0.897551,0.235793,0.479910,0.606466,-2.263499,0.383465,1.640861,0.217297,13.019265,1.694924,0.364913,0.194131,0.298348,0.668890,0.448130,0.357740,0.530478,0.397539,0.481446,0.413584,2.583997
442,0.721081,0.726607,0.743787,0.062674,0.277835,7.296984,18.758340,27.022196,2.592229,0.602916,40.828362,0.062215,0.038655,0.023559,0.653171,0.347132,0.524167,0.636894,-2.948885,0.467821,2.087911,0.508764,24.863486,2.365698,0.376668,0.204553,0.358246,0.774878,0.509123,0.286324,0.574537,0.420370,0.621953,0.427790,2.308276
443,0.510287,0.518151,0.615697,-0.268987,0.290554,3.099840,18.762273,13.107282,2.325277,0.460764,23.137274,0.051314,0.012756,0.038558,0.724075,0.213691,0.325465,0.503160,-3.629711,0.274981,1.388854,0.266915,13.831917,1.355049,0.264329,0.233397,0.208006,0.596710,0.436376,0.330227,0.431820,0.311066,0.417915,0.313981,3.670731
444,0.665914,0.680759,0.734983,0.003772,0.317851,5.943529,18.760164,18.865368,3.161332,0.612647,32.789102,0.057094,0.022328,0.034766,0.832844,0.273085,0.512708,0.638934,-3.004622,0.451429,1.905888,0.359066,28.802334,2.078919,0.406232,0.213506,0.351423,0.735691,0.467924,0.318570,0.582662,0.435211,0.519932,0.452761,2.284307
445,0.749514,0.752428,0.763964,0.106513,0.255259,8.429434,18.755999,24.916671,2.784827,0.625484,40.357448,0.067201,0.041981,0.025219,0.783251,0.352228,0.558688,0.664734,-2.922218,0.499388,2.209150,0.524572,38.154430,2.574592,0.446519,0.206544,0.385492,0.796947,0.511733,0.281724,0.625232,0.467828,0.629655,0.484578,2.162270
446,0.764184,0.768933,0.783570,0.156684,0.275981,9.158622,18.758858,26.710436,3.185720,0.644599,46.026692,0.060990,0.037196,0.023794,0.767809,0.344327,0.593469,0.693523,-2.917811,0.523143,2.286744,0.504765,60.754976,2.708506,0.457561,0.205571,0.406634,0.811054,0.507368,0.287061,0.639631,0.480738,0.618692,0.498665,2.032599
447,0.729429,0.738032,0.775444,0.100547,0.290981,7.823683,18.765320,24.352285,3.691164,0.674190,51.394106,0.046264,0.019944,0.026321,0.725817,0.284966,0.581599,0.693030,-3.029487,0.529819,2.142450,0.392043,23.621819,2.460823,0.397624,0.215359,0.422440,0.784643,0.474350,0.310290,0.601567,0.445304,0.536251,0.458218,1.952456
448,0.293742,0.306929,0.513630,-0.469596,0.324799,1.442450,18.771437,5.096457,2.537962,0.460809,15.516058,0.027712,-0.037965,0.065677,1.531023,0.080165,0.188336,0.423363,-4.326843,0.190206,0.888140,-0.016091,5.499600,0.774325,0.187334,0.253549,0.155373,0.416179,0.370277,0.376174,0.319533,0.233283,0.177171,0.240761,4.478418
449,0.770965,0.779323,0.784127,0.196315,0.283098,9.896105,18.751855,29.340893,2.783536,0.620681,41.995412,0.076811,0.050004,0.026807,0.843144,0.391408,0.591656,0.682013,-2.649764,0.510153,2.347844,0.570578,38.082207,2.825661,0.506458,0.191258,0.390645,0.819934,0.534527,0.274214,0.660747,0.504550,0.683947,0.526000,2.142423
450,0.699667,0.713661,0.749625,0.061165,0.318887,6.879718,18.754243,20.254193,2.968139,0.612333,32.512160,0.070617,0.037449,0.033169,0.884634,0.315407,0.535025,0.648939,-2.821909,0.468002,2.035100,0.437920,24.376813,2.280745,0.469119,0.205422,0.361372,0.763813,0.491113,0.303465,0.620097,0.472187,0.580064,0.493752,2.251849
451,0.625790,0.636566,0.696841,-0.090063,0.298132,4.916323,18.757207,15.365204,2.753280,0.551984,26.581712,0.063228,0.025218,0.038009,0.882901,0.262573,0.450601,0.593215,-3.292478,0.385345,1.747867,0.351107,22.122355,1.842931,0.391704,0.220244,0.293823,0.697919,0.462486,0.317269,0.548768,0.411469,0.498635,0.426526,2.688103
452,0.646749,0.668671,0.722075,0.003717,0.349275,5.676603,18.753187,19.202070,2.717215,0.552269,25.609772,0.072744,0.032899,0.039844,0.904199,0.305076,0.488103,0.610036,-2.725941,0.401298,1.863156,0.401913,19.908786,2.015855,0.435245,0.201123,0.303088,0.725360,0.485483,0.313393,0.584575,0.442553,0.569808,0.462137,2.618277
453,0.694307,0.711030,0.753464,0.066055,0.328153,6.803992,18.759298,22.660362,3.100013,0.629307,37.797162,0.059559,0.027753,0.031806,0.789297,0.304883,0.541639,0.655044,-2.781862,0.480022,2.023827,0.413653,26.334007,2.263201,0.416785,0.205263,0.374689,0.761564,0.484975,0.309762,0.597059,0.445957,0.569548,0.462009,2.177245
454,0.768379,0.781957,0.790904,0.222851,0.338595,9.499514,18.753381,29.733137,2.914803,0.643969,38.680072,0.073527,0.047580,0.025946,0.817418,0.390153,0.603415,0.689943,-2.522670,0.529601,2.338210,0.558505,31.829535,2.787321,0.507568,0.185124,0.409990,0.822185,0.533167,0.281709,0.672122,0.510812,0.686555,0.536004,2.031800
455,0.699061,0.719599,0.759995,0.108356,0.353625,7.126891,18.760886,28.768149,3.088925,0.612022,42.931035,0.056519,0.027418,0.029101,0.683984,0.323331,0.552108,0.658031,-2.672877,0.471521,2.062321,0.432887,29.059598,2.327114,0.380531,0.195938,0.363895,0.768888,0.495472,0.308590,0.581048,0.426914,0.598941,0.437328,2.237551
456,0.649375,0.653330,0.702451,-0.077218,0.266204,5.460575,18.760760,18.608440,2.703462,0.585487,34.810233,0.055741,0.025048,0.030693,0.733233,0.273267,0.460203,0.601066,-3.355154,0.418741,1.817283,0.384904,29.351901,1.954630,0.347034,0.223314,0.323839,0.712248,0.468236,0.308449,0.532498,0.390033,0.513073,0.398273,2.516635
457,0.663241,0.705796,0.765236,0.167286,0.453859,6.818447,18.754018,28.665468,3.076273,0.569332,28.852841,0.071878,0.029480,0.042398,0.847960,0.342707,0.557146,0.649579,-2.084417,0.431256,2.012524,0.409155,18.695529,2.253449,0.453202,0.170466,0.325246,0.757091,0.506966,0.322568,0.615460,0.465944,0.638505,0.488308,2.421208
458,0.665776,0.676202,0.722752,-0.013593,0.303070,5.951864,18.764606,25.630353,2.858362,0.599434,42.296971,0.047790,0.022320,0.025470,0.593425,0.288912,0.492540,0.621316,-3.087373,0.440067,1.895852,0.397901,25.649067,2.069890,0.307185,0.213652,0.340923,0.731797,0.476590,0.309758,0.523841,0.374407,0.540660,0.376309,2.394211
459,0.494097,0.544228,0.675357,-0.120969,0.441282,3.356971,18.765167,20.376343,2.896694,0.488712,26.201362,0.046001,0.000175,0.045826,0.637323,0.224441,0.411455,0.553470,-2.351901,0.302424,1.456281,0.199775,9.507504,1.437849,0.261146,0.198050,0.229637,0.618998,0.441859,0.360091,0.449116,0.322492,0.462128,0.325918,3.226240
460,0.709744,0.729688,0.766758,0.116455,0.349692,7.342566,18.759084,26.391270,3.148485,0.602693,38.684649,0.060373,0.030734,0.029640,0.751859,0.324775,0.562976,0.666722,-2.602510,0.469371,2.097087,0.439847,26.404805,2.378049,0.418250,0.197212,0.359184,0.777511,0.495862,0.306926,0.607106,0.451380,0.600929,0.467433,2.243346
461,0.716215,0.725882,0.759368,0.073529,0.285685,7.445235,18.763177,26.452063,3.174215,0.626393,50.339117,0.051242,0.025439,0.025803,0.664414,0.307565,0.552050,0.664848,-2.963354,0.486806,2.093937,0.435323,33.035651,2.383347,0.359343,0.211297,0.379269,0.774258,0.486718,0.301985,0.572090,0.416418,0.569887,0.423348,2.183753
462,0.738773,0.755402,0.788328,0.168864,0.334495,8.529619,18.762529,29.023358,3.541058,0.660795,50.929030,0.052851,0.026153,0.026698,0.729709,0.323414,0.601171,0.698342,-2.636726,0.529202,2.221940,0.440767,31.481383,2.595262,0.418060,0.199201,0.417084,0.799489,0.495343,0.305456,0.622339,0.461045,0.597880,0.477380,1.979068
463,0.604333,0.641771,0.748253,0.005790,0.407584,5.081846,18.771333,20.375317,4.379772,0.635429,42.535744,0.032339,-0.006671,0.039010,0.697901,0.191290,0.536697,0.665030,-2.556724,0.447047,1.768732,0.151612,14.497886,1.876433,0.319914,0.210714,0.355959,0.702368,0.425056,0.364230,0.531095,0.387404,0.400435,0.397368,2.164604
